Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Claiborne Parish, LA",22027,All other non-drug and non-alcohol causes,O9,Male,M,100,8510,1175.088,944.771,1405.405,1148.92,0.002%
,1999,1999,"Concordia Parish, LA",22029,All other non-drug and non-alcohol causes,O9,Female,F,97,10467,926.722,751.507,1130.527,772.375,0.002%
,1999,1999,"Concordia Parish, LA",22029,All other non-drug and non-alcohol causes,O9,Male,M,124,9881,1254.934,1034.049,1475.819,1331.528,0.002%
,1999,1999,"De Soto Parish, LA",22031,All other non-drug and non-alcohol causes,O9,Female,F,149,13346,1116.439,937.173,1295.705,900.187,0.003%
,1999,1999,"De Soto Parish, LA",22031,All other non-drug and non-alcohol causes,O9,Male,M,157,12101,1297.413,1094.466,1500.361,1436.291,0.003%
,1999,1999,"East Baton Rouge Parish, LA",22033,All other alcohol-induced causes,A9,Male,M,18,197324,Unreliable,5.406,14.417,Unreliable,0.000%
,1999,1999,"East Baton Rouge Parish, LA",22033,All other non-drug and non-alcohol causes,O9,Female,F,1602,214786,745.859,709.334,782.383,800.489,0.032%
,1999,1999,"East Baton Rouge Parish, LA",22033,All other non-drug and non-alcohol causes,O9,Male,M,1581,197324,801.22,761.725,840.715,1207.077,0.031%
,1999,1999,"East Carroll Parish, LA",22035,All other non-drug and non-alcohol causes,O9,Female,F,58,4639,1250.269,949.38,1616.261,1085.509,0.001%
,1999,1999,"East Carroll Parish, LA",22035,All other non-drug and non-alcohol causes,O9,Male,M,43,4787,898.266,650.075,1209.956,1143.066,0.001%
,1999,1999,"East Feliciana Parish, LA",22037,All other non-drug and non-alcohol causes,O9,Female,F,98,9826,997.354,809.702,1215.455,952.751,0.002%
,1999,1999,"East Feliciana Parish, LA",22037,All other non-drug and non-alcohol causes,O9,Male,M,122,11446,1065.875,876.735,1255.014,1349.59,0.002%
,1999,1999,"Evangeline Parish, LA",22039,All other non-drug and non-alcohol causes,O9,Female,F,206,17790,1157.954,999.824,1316.084,998.529,0.004%
,1999,1999,"Evangeline Parish, LA",22039,All other non-drug and non-alcohol causes,O9,Male,M,176,17606,999.659,851.969,1147.349,1269.444,0.003%
,1999,1999,"Franklin Parish, LA",22041,All other non-drug and non-alcohol causes,O9,Female,F,157,11125,1411.236,1190.483,1631.989,1038.486,0.003%
,1999,1999,"Franklin Parish, LA",22041,All other non-drug and non-alcohol causes,O9,Male,M,127,10154,1250.739,1033.208,1468.269,1284.773,0.003%
,1999,1999,"Grant Parish, LA",22043,All other non-drug and non-alcohol causes,O9,Female,F,112,9551,1172.652,955.474,1389.83,1072.459,0.002%
,1999,1999,"Grant Parish, LA",22043,All other non-drug and non-alcohol causes,O9,Male,M,89,9148,972.89,781.309,1197.229,1123.333,0.002%
,1999,1999,"Iberia Parish, LA",22045,All other non-drug and non-alcohol causes,O9,Female,F,346,37991,910.742,814.777,1006.707,888.598,0.007%
,1999,1999,"Iberia Parish, LA",22045,All other non-drug and non-alcohol causes,O9,Male,M,316,35252,896.403,797.567,995.239,1193.266,0.006%
,1999,1999,"Iberville Parish, LA",22047,All other non-drug and non-alcohol causes,O9,Female,F,148,16644,889.209,745.948,1032.471,928.868,0.003%
,1999,1999,"Iberville Parish, LA",22047,All other non-drug and non-alcohol causes,O9,Male,M,147,16547,888.379,744.765,1031.992,1217.775,0.003%
,1999,1999,"Jackson Parish, LA",22049,All other non-drug and non-alcohol causes,O9,Female,F,90,8052,1117.735,898.793,1373.886,754.77,0.002%
,1999,1999,"Jackson Parish, LA",22049,All other non-drug and non-alcohol causes,O9,Male,M,107,7346,1456.575,1180.583,1732.567,1394.679,0.002%
,1999,1999,"Jefferson Parish, LA",22051,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,26,219672,11.836,7.732,17.342,11.524,0.001%
,1999,1999,"Jefferson Parish, LA",22051,All other alcohol-induced causes,A9,Male,M,23,219672,10.47,6.637,15.71,10.439,0.000%
,1999,1999,"Jefferson Parish, LA",22051,All other non-drug and non-alcohol causes,O9,Female,F,1988,237899,835.649,798.914,872.383,793.74,0.039%
,1999,1999,"Jefferson Parish, LA",22051,All other non-drug and non-alcohol causes,O9,Male,M,1998,219672,909.538,869.656,949.42,1187.217,0.039%
,1999,1999,"Jefferson Davis Parish, LA",22053,All other non-drug and non-alcohol causes,O9,Female,F,188,16357,1149.355,985.057,1313.653,998.559,0.004%
,1999,1999,"Jefferson Davis Parish, LA",22053,All other non-drug and non-alcohol causes,O9,Male,M,163,15168,1074.631,909.655,1239.607,1330.22,0.003%
,1999,1999,"Lafayette Parish, LA",22055,All other non-drug and non-alcohol causes,O9,Female,F,729,97819,745.254,691.154,799.354,839.016,0.014%
,1999,1999,"Lafayette Parish, LA",22055,All other non-drug and non-alcohol causes,O9,Male,M,684,92230,741.624,686.045,797.203,1154.15,0.013%
,1999,1999,"Lafourche Parish, LA",22057,All other non-drug and non-alcohol causes,O9,Female,F,321,46128,695.89,619.762,772.018,711.966,0.006%
,1999,1999,"Lafourche Parish, LA",22057,All other non-drug and non-alcohol causes,O9,Male,M,362,43934,823.963,739.082,908.844,1165.527,0.007%
,1999,1999,"LaSalle Parish, LA",22059,All other non-drug and non-alcohol causes,O9,Female,F,87,7126,1220.881,977.877,1505.957,889.648,0.002%
,1999,1999,"LaSalle Parish, LA",22059,All other non-drug and non-alcohol causes,O9,Male,M,72,7093,1015.085,794.243,1278.327,1169.018,0.001%
,1999,1999,"Lincoln Parish, LA",22061,All other non-drug and non-alcohol causes,O9,Female,F,171,21837,783.075,665.704,900.446,721.677,0.003%
,1999,1999,"Lincoln Parish, LA",22061,All other non-drug and non-alcohol causes,O9,Male,M,163,20598,791.339,669.853,912.825,1089.472,0.003%
,1999,1999,"Livingston Parish, LA",22063,All other non-drug and non-alcohol causes,O9,Female,F,292,45264,645.104,571.111,719.098,825.83,0.006%
,1999,1999,"Livingston Parish, LA",22063,All other non-drug and non-alcohol causes,O9,Male,M,351,44535,788.144,705.691,870.597,1306.568,0.007%
,1999,1999,"Madison Parish, LA",22065,All other non-drug and non-alcohol causes,O9,Female,F,93,6757,1376.35,1110.894,1686.126,1226.024,0.002%
,1999,1999,"Madison Parish, LA",22065,All other non-drug and non-alcohol causes,O9,Male,M,73,6915,1055.676,827.481,1327.354,1439.63,0.001%
,1999,1999,"Morehouse Parish, LA",22067,All other non-drug and non-alcohol causes,O9,Female,F,197,16308,1207.996,1039.306,1376.686,921.674,0.004%
,1999,1999,"Morehouse Parish, LA",22067,All other non-drug and non-alcohol causes,O9,Male,M,201,14814,1356.825,1169.247,1544.403,1464.434,0.004%
,1999,1999,"Natchitoches Parish, LA",22069,All other non-drug and non-alcohol causes,O9,Female,F,199,20367,977.071,841.316,1112.826,910.753,0.004%
,1999,1999,"Natchitoches Parish, LA",22069,All other non-drug and non-alcohol causes,O9,Male,M,185,18447,1002.873,858.357,1147.389,1310.698,0.004%
,1999,1999,"Orleans Parish, LA",22071,All other drug-induced causes,D9,Male,M,25,227322,10.998,7.117,16.235,10.93,0.000%
,1999,1999,"Orleans Parish, LA",22071,All other alcohol-induced causes,A9,Female,F,10,258189,Unreliable,1.857,7.123,Unreliable,0.000%
,1999,1999,"Orleans Parish, LA",22071,All other alcohol-induced causes,A9,Male,M,50,227322,21.995,16.325,28.998,24.286,0.001%
,1999,1999,"Orleans Parish, LA",22071,All other non-drug and non-alcohol causes,O9,Female,F,2559,258189,991.134,952.732,1029.536,890.944,0.050%
,1999,1999,"Orleans Parish, LA",22071,All other non-drug and non-alcohol causes,O9,Male,M,2435,227322,1071.168,1028.621,1113.714,1380.822,0.048%
,1999,1999,"Ouachita Parish, LA",22073,All other non-drug and non-alcohol causes,O9,Female,F,725,77764,932.308,864.443,1000.173,875.097,0.014%
,1999,1999,"Ouachita Parish, LA",22073,All other non-drug and non-alcohol causes,O9,Male,M,605,69426,871.431,801.991,940.872,1145.848,0.012%
,1999,1999,"Plaquemines Parish, LA",22075,All other non-drug and non-alcohol causes,O9,Female,F,97,13356,726.265,588.95,885.986,853.532,0.002%
,1999,1999,"Plaquemines Parish, LA",22075,All other non-drug and non-alcohol causes,O9,Male,M,116,13333,870.022,711.694,1028.35,1340.739,0.002%
,1999,1999,"Pointe Coupee Parish, LA",22077,All other non-drug and non-alcohol causes,O9,Female,F,116,11741,987.991,808.195,1167.787,812.488,0.002%
,1999,1999,"Pointe Coupee Parish, LA",22077,All other non-drug and non-alcohol causes,O9,Male,M,120,11066,1084.403,890.378,1278.427,1152.813,0.002%
,1999,1999,"Rapides Parish, LA",22079,All other non-drug and non-alcohol causes,O9,Female,F,673,65804,1022.734,945.464,1100.004,871.291,0.013%
,1999,1999,"Rapides Parish, LA",22079,All other non-drug and non-alcohol causes,O9,Male,M,643,60300,1066.335,983.913,1148.757,1307.036,0.013%
,1999,1999,"Red River Parish, LA",22081,All other non-drug and non-alcohol causes,O9,Female,F,54,5062,1066.772,801.391,1391.903,832.657,0.001%
,1999,1999,"Red River Parish, LA",22081,All other non-drug and non-alcohol causes,O9,Male,M,43,4602,934.376,676.208,1258.596,1038.17,0.001%
,1999,1999,"Richland Parish, LA",22083,All other non-drug and non-alcohol causes,O9,Female,F,132,11136,1185.345,983.13,1387.56,851.751,0.003%
,1999,1999,"Richland Parish, LA",22083,All other non-drug and non-alcohol causes,O9,Male,M,134,9903,1353.125,1124.017,1582.234,1422.815,0.003%
,1999,1999,"Sabine Parish, LA",22085,All other non-drug and non-alcohol causes,O9,Female,F,123,11957,1028.686,846.889,1210.483,778.692,0.002%
,1999,1999,"Sabine Parish, LA",22085,All other non-drug and non-alcohol causes,O9,Male,M,155,11458,1352.767,1139.799,1565.734,1323.053,0.003%
,1999,1999,"St. Bernard Parish, LA",22087,All other non-drug and non-alcohol causes,O9,Female,F,364,34991,1040.267,933.399,1147.136,924.285,0.007%
,1999,1999,"St. Bernard Parish, LA",22087,All other non-drug and non-alcohol causes,O9,Male,M,365,32668,1117.301,1002.676,1231.926,1400.89,0.007%
,1999,1999,"St. Charles Parish, LA",22089,All other non-drug and non-alcohol causes,O9,Female,F,169,24539,688.7,584.865,792.534,870.043,0.003%
,1999,1999,"St. Charles Parish, LA",22089,All other non-drug and non-alcohol causes,O9,Male,M,165,23368,706.094,598.354,813.834,1145.682,0.003%
,1999,1999,"St. Helena Parish, LA",22091,All other non-drug and non-alcohol causes,O9,Female,F,51,5439,937.672,698.163,1232.87,838.574,0.001%
,1999,1999,"St. Helena Parish, LA",22091,All other non-drug and non-alcohol causes,O9,Male,M,56,5005,1118.881,845.192,1452.957,1322.652,0.001%
,1999,1999,"St. James Parish, LA",22093,All other non-drug and non-alcohol causes,O9,Female,F,87,11006,790.478,633.141,975.055,810.578,0.002%
,1999,1999,"St. James Parish, LA",22093,All other non-drug and non-alcohol causes,O9,Male,M,83,10215,812.531,647.172,1007.254,1142.309,0.002%
,1999,1999,"St. John the Baptist Parish, LA",22095,All other non-drug and non-alcohol causes,O9,Female,F,169,22069,765.78,650.324,881.236,1018.062,0.003%
,1999,1999,"St. John the Baptist Parish, LA",22095,All other non-drug and non-alcohol causes,O9,Male,M,148,20796,711.675,597.017,826.334,1207.645,0.003%
,1999,1999,"St. Landry Parish, LA",22097,All other non-drug and non-alcohol causes,O9,Female,F,437,45410,962.343,872.114,1052.572,841.02,0.009%
,1999,1999,"St. Landry Parish, LA",22097,All other non-drug and non-alcohol causes,O9,Male,M,459,41624,1102.729,1001.846,1203.612,1274.197,0.009%
,1999,1999,"St. Martin Parish, LA",22099,All other non-drug and non-alcohol causes,O9,Female,F,181,24625,735.025,627.943,842.108,795.234,0.004%
,1999,1999,"St. Martin Parish, LA",22099,All other non-drug and non-alcohol causes,O9,Male,M,183,23660,773.457,661.393,885.522,1098.979,0.004%
,1999,1999,"St. Mary Parish, LA",22101,All other non-drug and non-alcohol causes,O9,Female,F,240,27794,863.496,754.248,972.743,906.535,0.005%
,1999,1999,"St. Mary Parish, LA",22101,All other non-drug and non-alcohol causes,O9,Male,M,255,26452,964.01,845.688,1082.333,1317.52,0.005%
,1999,1999,"St. Tammany Parish, LA",22103,All other non-drug and non-alcohol causes,O9,Female,F,662,96299,687.442,635.075,739.81,766.192,0.013%
,1999,1999,"St. Tammany Parish, LA",22103,All other non-drug and non-alcohol causes,O9,Male,M,694,92648,749.072,693.34,804.803,1093.619,0.014%
,1999,1999,"Tangipahoa Parish, LA",22105,All other non-drug and non-alcohol causes,O9,Female,F,483,51628,935.539,852.105,1018.973,957.897,0.010%
,1999,1999,"Tangipahoa Parish, LA",22105,All other non-drug and non-alcohol causes,O9,Male,M,452,48015,941.372,854.587,1028.158,1314.507,0.009%
,1999,1999,"Tensas Parish, LA",22107,All other non-drug and non-alcohol causes,O9,Female,F,41,3411,1201.994,862.575,1630.636,850.388,0.001%
,1999,1999,"Tensas Parish, LA",22107,All other non-drug and non-alcohol causes,O9,Male,M,30,3306,907.441,612.25,1295.426,957.781,0.001%
,1999,1999,"Terrebonne Parish, LA",22109,All other non-drug and non-alcohol causes,O9,Female,F,375,53173,705.245,633.864,776.626,811.536,0.007%
,1999,1999,"Terrebonne Parish, LA",22109,All other non-drug and non-alcohol causes,O9,Male,M,431,51334,839.599,760.333,918.866,1244.607,0.008%
,1999,1999,"Union Parish, LA",22111,All other non-drug and non-alcohol causes,O9,Female,F,131,11715,1118.224,926.733,1309.716,843.064,0.003%
,1999,1999,"Union Parish, LA",22111,All other non-drug and non-alcohol causes,O9,Male,M,122,11022,1106.877,910.462,1303.293,1207.039,0.002%
,1999,1999,"Vermilion Parish, LA",22113,All other non-drug and non-alcohol causes,O9,Female,F,237,27746,854.177,745.427,962.927,670.153,0.005%
,1999,1999,"Vermilion Parish, LA",22113,All other non-drug and non-alcohol causes,O9,Male,M,249,26029,956.625,837.803,1075.448,1104.851,0.005%
,1999,1999,"Vernon Parish, LA",22115,All other non-drug and non-alcohol causes,O9,Female,F,169,24835,680.491,577.894,783.088,893.755,0.003%
,1999,1999,"Vernon Parish, LA",22115,All other non-drug and non-alcohol causes,O9,Male,M,173,27554,627.858,534.297,721.419,1236.164,0.003%
,1999,1999,"Washington Parish, LA",22117,All other non-drug and non-alcohol causes,O9,Female,F,274,22475,1219.132,1074.777,1363.487,974.63,0.005%
,1999,1999,"Washington Parish, LA",22117,All other non-drug and non-alcohol causes,O9,Male,M,254,21409,1186.417,1040.51,1332.324,1322.457,0.005%
,1999,1999,"Webster Parish, LA",22119,All other non-drug and non-alcohol causes,O9,Female,F,285,21979,1296.692,1146.146,1447.239,898.707,0.006%
,1999,1999,"Webster Parish, LA",22119,All other non-drug and non-alcohol causes,O9,Male,M,285,20113,1416.994,1252.48,1581.508,1498.244,0.006%
,1999,1999,"West Baton Rouge Parish, LA",22121,All other non-drug and non-alcohol causes,O9,Female,F,84,10986,764.61,609.883,946.64,922.631,0.002%
,1999,1999,"West Baton Rouge Parish, LA",22121,All other non-drug and non-alcohol causes,O9,Male,M,96,10583,907.115,734.763,1107.742,1321.479,0.002%
,1999,1999,"West Carroll Parish, LA",22123,All other non-drug and non-alcohol causes,O9,Female,F,80,6163,1298.069,1029.291,1615.564,826.395,0.002%
,1999,1999,"West Carroll Parish, LA",22123,All other non-drug and non-alcohol causes,O9,Male,M,84,6205,1353.747,1079.803,1676.034,1506.889,0.002%
,1999,1999,"West Feliciana Parish, LA",22125,All other non-drug and non-alcohol causes,O9,Female,F,28,5106,548.374,364.389,792.555,586.733,0.001%
,1999,1999,"West Feliciana Parish, LA",22125,All other non-drug and non-alcohol causes,O9,Male,M,51,9807,520.037,387.204,683.755,848.139,0.001%
,1999,1999,"Winn Parish, LA",22127,All other non-drug and non-alcohol causes,O9,Female,F,105,8127,1291.99,1044.863,1539.117,969.273,0.002%
,1999,1999,"Winn Parish, LA",22127,All other non-drug and non-alcohol causes,O9,Male,M,98,8952,1094.727,888.754,1334.122,1245.051,0.002%
,1999,1999,"Androscoggin County, ME",23001,All other non-drug and non-alcohol causes,O9,Female,F,596,53231,1119.648,1029.758,1209.539,794.869,0.012%
,1999,1999,"Androscoggin County, ME",23001,All other non-drug and non-alcohol causes,O9,Male,M,464,50172,924.819,840.669,1008.969,1051.26,0.009%
,1999,1999,"Aroostook County, ME",23003,All other non-drug and non-alcohol causes,O9,Female,F,433,37937,1141.366,1033.859,1248.873,762.709,0.009%
,1999,1999,"Aroostook County, ME",23003,All other non-drug and non-alcohol causes,O9,Male,M,391,36290,1077.432,970.635,1184.228,1034.724,0.008%
,1999,1999,"Cumberland County, ME",23005,All other alcohol-induced causes,A9,Male,M,13,127682,Unreliable,5.421,17.411,Unreliable,0.000%
,1999,1999,"Cumberland County, ME",23005,All other non-drug and non-alcohol causes,O9,Female,F,1230,136249,902.759,852.307,953.211,679.537,0.024%
,1999,1999,"Cumberland County, ME",23005,All other non-drug and non-alcohol causes,O9,Male,M,1056,127682,827.055,777.171,876.938,1008.227,0.021%
,1999,1999,"Franklin County, ME",23007,All other non-drug and non-alcohol causes,O9,Female,F,145,15179,955.267,799.779,1110.755,733.209,0.003%
,1999,1999,"Franklin County, ME",23007,All other non-drug and non-alcohol causes,O9,Male,M,132,14191,930.167,771.484,1088.85,1070.403,0.003%
,1999,1999,"Hancock County, ME",23009,All other non-drug and non-alcohol causes,O9,Female,F,287,26250,1093.333,966.84,1219.827,749.407,0.006%
,1999,1999,"Hancock County, ME",23009,All other non-drug and non-alcohol causes,O9,Male,M,226,25154,898.465,781.326,1015.605,933.613,0.004%
,1999,1999,"Kennebec County, ME",23011,All other alcohol-induced causes,A9,Male,M,14,56515,Unreliable,13.543,41.564,Unreliable,0.000%
,1999,1999,"Kennebec County, ME",23011,All other non-drug and non-alcohol causes,O9,Female,F,569,60164,945.748,868.039,1023.458,711.551,0.011%
,1999,1999,"Kennebec County, ME",23011,All other non-drug and non-alcohol causes,O9,Male,M,555,56515,982.04,900.337,1063.743,1092.864,0.011%
,1999,1999,"Knox County, ME",23013,All other non-drug and non-alcohol causes,O9,Female,F,226,20122,1123.149,976.716,1269.582,693.787,0.004%
,1999,1999,"Knox County, ME",23013,All other non-drug and non-alcohol causes,O9,Male,M,215,19181,1120.901,971.069,1270.733,1017.431,0.004%
,1999,1999,"Lincoln County, ME",23015,All other non-drug and non-alcohol causes,O9,Female,F,187,17048,1096.903,939.684,1254.121,663.282,0.004%
,1999,1999,"Lincoln County, ME",23015,All other non-drug and non-alcohol causes,O9,Male,M,178,16164,1101.213,939.435,1262.99,938.653,0.004%
,1999,1999,"Oxford County, ME",23017,All other non-drug and non-alcohol causes,O9,Female,F,295,27877,1058.22,937.461,1178.979,742.187,0.006%
,1999,1999,"Oxford County, ME",23017,All other non-drug and non-alcohol causes,O9,Male,M,300,26577,1128.796,1001.06,1256.531,1106.694,0.006%
,1999,1999,"Penobscot County, ME",23019,All other alcohol-induced causes,A9,Male,M,16,70675,Unreliable,12.94,36.764,Unreliable,0.000%
,1999,1999,"Penobscot County, ME",23019,All other non-drug and non-alcohol causes,O9,Female,F,691,74227,930.928,861.516,1000.34,772.846,0.014%
,1999,1999,"Penobscot County, ME",23019,All other non-drug and non-alcohol causes,O9,Male,M,629,70675,889.989,820.436,959.542,1121.817,0.012%
,1999,1999,"Piscataquis County, ME",23021,All other non-drug and non-alcohol causes,O9,Female,F,111,8783,1263.805,1028.693,1498.917,778.423,0.002%
,1999,1999,"Piscataquis County, ME",23021,All other non-drug and non-alcohol causes,O9,Male,M,99,8435,1173.681,953.909,1428.91,1060.059,0.002%
,1999,1999,"Sagadahoc County, ME",23023,All other non-drug and non-alcohol causes,O9,Female,F,161,17909,898.989,760.123,1037.856,745.033,0.003%
,1999,1999,"Sagadahoc County, ME",23023,All other non-drug and non-alcohol causes,O9,Male,M,120,17309,693.281,569.237,817.325,882.388,0.002%
,1999,1999,"Somerset County, ME",23025,All other non-drug and non-alcohol causes,O9,Female,F,243,25909,937.898,819.972,1055.824,729.242,0.005%
,1999,1999,"Somerset County, ME",23025,All other non-drug and non-alcohol causes,O9,Male,M,234,24877,940.628,820.106,1061.15,1075.017,0.005%
,1999,1999,"Waldo County, ME",23027,All other non-drug and non-alcohol causes,O9,Female,F,157,18194,862.922,727.939,997.904,723.412,0.003%
,1999,1999,"Waldo County, ME",23027,All other non-drug and non-alcohol causes,O9,Male,M,139,17542,792.384,660.654,924.114,883.183,0.003%
,1999,1999,"Washington County, ME",23029,All other non-drug and non-alcohol causes,O9,Female,F,217,17477,1241.632,1076.428,1406.835,811.448,0.004%
,1999,1999,"Washington County, ME",23029,All other non-drug and non-alcohol causes,O9,Male,M,200,16671,1199.688,1033.42,1365.956,1103.443,0.004%
,1999,1999,"York County, ME",23031,All other non-drug and non-alcohol causes,O9,Female,F,871,94042,926.182,864.672,987.692,733.29,0.017%
,1999,1999,"York County, ME",23031,All other non-drug and non-alcohol causes,O9,Male,M,728,88775,820.051,760.48,879.621,948.295,0.014%
,1999,1999,"Allegany County, MD",24001,All other non-drug and non-alcohol causes,O9,Female,F,524,37970,1380.037,1261.874,1498.2,796.995,0.010%
,1999,1999,"Allegany County, MD",24001,All other non-drug and non-alcohol causes,O9,Male,M,425,37318,1138.861,1030.585,1247.137,1131.252,0.008%
,1999,1999,"Anne Arundel County, MD",24003,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Male,M,28,241478,11.595,7.705,16.758,10.637,0.001%
,1999,1999,"Anne Arundel County, MD",24003,All other alcohol-induced causes,A9,Female,F,10,243322,Unreliable,1.971,7.558,Unreliable,0.000%
,1999,1999,"Anne Arundel County, MD",24003,All other alcohol-induced causes,A9,Male,M,17,241478,Unreliable,4.101,11.272,Unreliable,0.000%
,1999,1999,"Anne Arundel County, MD",24003,All other non-drug and non-alcohol causes,O9,Female,F,1697,243322,697.43,664.247,730.613,763.888,0.033%
,1999,1999,"Anne Arundel County, MD",24003,All other non-drug and non-alcohol causes,O9,Male,M,1649,241478,682.878,649.918,715.838,1048.486,0.032%
,1999,1999,"Baltimore County, MD",24005,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Female,F,13,394249,Unreliable,1.756,5.639,Unreliable,0.000%
,1999,1999,"Baltimore County, MD",24005,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Male,M,76,355176,21.398,16.859,26.783,21.085,0.001%
,1999,1999,"Baltimore County, MD",24005,All other alcohol-induced causes,A9,Female,F,11,394249,Unreliable,1.393,4.992,Unreliable,0.000%
,1999,1999,"Baltimore County, MD",24005,All other alcohol-induced causes,A9,Male,M,35,355176,9.854,6.864,13.705,9.483,0.001%
,1999,1999,"Baltimore County, MD",24005,All other non-drug and non-alcohol causes,O9,Female,F,3870,394249,981.613,950.686,1012.54,742.322,0.076%
,1999,1999,"Baltimore County, MD",24005,All other non-drug and non-alcohol causes,O9,Male,M,3350,355176,943.194,911.254,975.134,1022.685,0.066%
,1999,1999,"Calvert County, MD",24009,All other non-drug and non-alcohol causes,O9,Female,F,213,36885,577.471,499.918,655.023,685.922,0.004%
