Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2010,2010,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,263,9437,2786.903,2450.081,3123.724,0.011%
,2010,2010,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,343,5749,5966.255,5334.846,6597.664,0.014%
,2010,2010,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,327,1804,18126.386,16161.699,20091.073,0.013%
,2010,2010,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,38,5049,752.624,532.602,1033.037,0.002%
,2010,2010,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,65,4769,1362.969,1051.912,1737.213,0.003%
,2010,2010,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,90,3108,2895.753,2328.533,3559.373,0.004%
,2010,2010,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,122,1827,6677.614,5492.671,7862.557,0.005%
,2010,2010,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,104,771,13488.975,10896.478,16081.473,0.004%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,3380,Unreliable,204.792,657.704,0.001%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,26,4020,646.766,422.487,947.661,0.001%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,37,3923,943.156,664.067,1300.018,0.001%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,69,2909,2371.949,1845.519,3001.844,0.003%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,87,1363,6382.979,5112.511,7873.404,0.004%
,2010,2010,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,68,379,17941.953,13932.644,22745.731,0.003%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,13,5696,Unreliable,121.524,390.281,0.001%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,19,5910,Unreliable,193.559,502.044,0.001%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,35,6197,564.789,393.398,785.487,0.001%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,64,5294,1208.916,931.01,1543.761,0.003%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,99,3445,2873.73,2335.624,3498.651,0.004%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,104,1859,5594.406,4519.195,6669.616,0.004%
,2010,2010,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,103,617,16693.679,13469.72,19917.638,0.004%
,2010,2010,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,11,2129,Unreliable,257.924,924.475,0.000%
,2010,2010,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,19,1963,Unreliable,582.747,1511.502,0.001%
,2010,2010,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,34,1459,2330.363,1613.846,3256.45,0.001%
,2010,2010,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,34,777,4375.804,3030.376,6114.749,0.001%
,2010,2010,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,38,283,13427.562,9502.148,18430.403,0.002%
,2010,2010,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,24,3874,619.515,396.935,921.788,0.001%
,2010,2010,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,3236,1297.899,935.409,1754.383,0.002%
,2010,2010,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,53,2358,2247.668,1683.66,2939.994,0.002%
,2010,2010,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,89,1340,6641.791,5333.89,8173.322,0.004%
,2010,2010,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,85+ years,85+,78,476,16386.555,12952.916,20451.239,0.003%
,2010,2010,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,16,2120,Unreliable,431.389,1225.615,0.001%
,2010,2010,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,26,1820,1428.571,933.186,2093.186,0.001%
,2010,2010,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,40,1384,2890.173,2064.769,3935.607,0.002%
,2010,2010,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,49,781,6274.008,4641.574,8294.552,0.002%
,2010,2010,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,85+ years,85+,36,284,12676.056,8878.183,17548.986,0.001%
,2010,2010,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,16,2149,Unreliable,425.567,1209.076,0.001%
,2010,2010,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,30,2051,1462.701,986.884,2088.094,0.001%
,2010,2010,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,37,1385,2671.48,1880.962,3682.288,0.001%
,2010,2010,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,41,737,5563.094,3992.187,7546.948,0.002%
,2010,2010,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,85+ years,85+,46,239,19246.862,14091.205,25672.619,0.002%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,6612,Unreliable,149.776,411.656,0.001%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,31,6803,455.681,309.613,646.803,0.001%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,68,6034,1126.947,875.12,1428.676,0.003%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,75,4025,1863.354,1465.64,2335.733,0.003%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,139,2361,5887.336,4908.596,6866.076,0.006%
,2010,2010,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,85+ years,85+,152,824,18446.602,15514.017,21379.187,0.006%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,14,6091,Unreliable,125.66,385.645,0.001%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,23,6924,332.178,210.571,498.43,0.001%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,71,8259,859.668,671.409,1084.351,0.003%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,89,7230,1230.982,988.577,1514.834,0.004%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,112,5254,2131.709,1736.911,2526.507,0.005%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,199,3056,6511.78,5607.029,7416.531,0.008%
,2010,2010,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,85+ years,85+,162,1153,14050.304,11886.667,16213.94,0.007%
,2010,2010,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,2010,Unreliable,569.121,1476.158,0.001%
,2010,2010,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,27,1965,1374.046,905.51,1999.168,0.001%
,2010,2010,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,34,1343,2531.646,1753.241,3537.722,0.001%
,2010,2010,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,34,768,4427.083,3065.888,6186.406,0.001%
,2010,2010,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,85+ years,85+,35,251,13944.223,9712.709,19393.068,0.001%
,2010,2010,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,22,1797,1224.263,767.233,1853.546,0.001%
,2010,2010,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,40,1160,3448.276,2463.483,4695.586,0.002%
,2010,2010,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,33,619,5331.179,3669.717,7486.948,0.001%
,2010,2010,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,85+ years,85+,28,191,14659.686,9741.215,21187.351,0.001%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,4518,Unreliable,219.194,602.45,0.001%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,29,5651,513.184,343.689,737.019,0.001%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,72,5084,1416.208,1108.098,1783.473,0.003%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,87,3725,2335.57,1870.699,2880.926,0.004%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,119,2309,5153.746,4227.758,6079.735,0.005%
,2010,2010,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,85+ years,85+,139,905,15359.116,12805.739,17912.493,0.006%
,2010,2010,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,1873,1067.806,652.248,1649.14,0.001%
,2010,2010,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,29,1189,2439.024,1633.463,3502.854,0.001%
,2010,2010,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,59,711,8298.172,6316.983,10704.06,0.002%
,2010,2010,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,85+ years,85+,42,310,13548.387,9764.458,18313.49,0.002%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,9578,Unreliable,50.067,192.007,0.000%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,20,10350,193.237,118.035,298.439,0.001%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,69,11787,585.391,455.469,740.847,0.003%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,109,10320,1056.202,857.917,1254.486,0.004%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,188,7400,2540.541,2177.376,2903.705,0.008%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,235,4106,5723.332,4991.568,6455.096,0.010%
,2010,2010,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,85+ years,85+,256,1304,19631.902,17226.994,22036.81,0.010%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,6139,Unreliable,148.973,423.245,0.001%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,39,6982,558.579,397.206,763.595,0.002%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,69,5913,1166.92,907.934,1476.808,0.003%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,87,3917,2221.088,1779.002,2739.712,0.004%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,103,2157,4775.151,3852.952,5697.349,0.004%
,2010,2010,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,85+ years,85+,112,685,16350.365,13322.235,19378.495,0.005%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,11,4989,Unreliable,110.066,394.51,0.000%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,22,5021,438.16,274.59,663.378,0.001%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,53,6514,813.632,609.467,1064.247,0.002%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,72,5518,1304.821,1020.944,1643.2,0.003%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,88,3530,2492.918,1999.395,3071.35,0.004%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,123,1922,6399.584,5268.603,7530.565,0.005%
,2010,2010,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,85+ years,85+,127,713,17812.062,14714.155,20909.969,0.005%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,8904,Unreliable,53.857,206.541,0.000%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,11,9043,Unreliable,60.723,217.65,0.000%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,29,9658,300.269,201.096,431.238,0.001%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,42,9714,432.366,311.61,584.433,0.002%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,84,8627,973.687,776.652,1205.493,0.003%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,163,5715,2852.143,2414.285,3290.002,0.007%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,220,3118,7055.805,6123.429,7988.181,0.009%
,2010,2010,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,85+ years,85+,171,1042,16410.749,13951.024,18870.473,0.007%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,10723,Unreliable,44.721,171.504,0.000%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,10488,Unreliable,59.12,199.863,0.000%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,20,11624,172.058,105.098,265.73,0.001%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,62,12257,505.833,387.817,648.453,0.003%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,114,9454,1205.839,984.482,1427.196,0.005%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,124,5740,2160.279,1780.041,2540.516,0.005%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,172,2753,6247.73,5314.015,7181.444,0.007%
,2010,2010,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,85+ years,85+,183,943,19406.151,16594.444,22217.857,0.007%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,5239,Unreliable,118.353,400.107,0.000%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,21,5586,375.94,232.714,574.665,0.001%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,59,4728,1247.885,949.952,1609.684,0.002%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,89,3384,2630.024,2112.119,3236.481,0.004%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,100,1814,5512.679,4432.194,6593.164,0.004%
,2010,2010,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,85+ years,85+,107,614,17426.71,14124.691,20728.729,0.004%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,< 1 year,1,12,1283,Unreliable,483.283,1633.796,0.000%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,17,12046,Unreliable,82.211,225.956,0.001%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,40,13956,286.615,204.761,390.289,0.002%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,97,14894,651.269,528.134,794.496,0.004%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,208,14147,1470.276,1270.464,1670.089,0.008%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,244,9097,2682.203,2345.65,3018.755,0.010%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,381,5475,6958.904,6260.134,7657.674,0.015%
,2010,2010,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,85+ years,85+,354,1936,18285.124,16380.311,20189.937,0.014%
,2010,2010,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,22,2555,861.057,539.616,1303.649,0.001%
,2010,2010,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,30,2427,1236.094,833.993,1764.598,0.001%
,2010,2010,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,42,1768,2375.566,1712.094,3211.076,0.002%
,2010,2010,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,63,975,6461.538,4965.24,8267.086,0.003%
,2010,2010,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,85+ years,85+,72,341,21114.37,16520.727,26589.959,0.003%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,4186,Unreliable,131.18,470.188,0.000%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,26,4285,606.768,396.359,889.054,0.001%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,55,3725,1476.51,1112.314,1921.885,0.002%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,79,2756,2866.473,2269.415,3572.485,0.003%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,125,1573,7946.599,6553.499,9339.699,0.005%
,2010,2010,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,85+ years,85+,83,496,16733.871,13328.361,20744.143,0.003%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,3412,Unreliable,160.938,576.849,0.000%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,3956,505.561,308.812,780.799,0.001%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,3705,1133.603,816.999,1532.303,0.002%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,82,2686,3052.867,2428.036,3789.401,0.003%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,81,1480,5472.973,4346.307,6802.413,0.003%
,2010,2010,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,85+ years,85+,82,508,16141.732,12838.004,20036.087,0.003%
,2010,2010,"Greene County, AL",1063,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,11,1360,Unreliable,403.765,1447.212,0.000%
