Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Race,Race Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
,2008,2008,"Seminole County, FL",12117,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,39,348100,11.204,7.967,15.316,10.968,7.762,15.055,0.012%
,2008,2008,"Volusia County, FL",12127,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,79,431642,18.302,14.49,22.81,20.832,16.386,26.113,0.024%
,2008,2008,"Barrow County, GA",13013,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,56523,Unreliable,8.484,32.536,Unreliable,8.051,30.876,0.003%
,2008,2008,"Bartow County, GA",13015,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,86532,Unreliable,8.845,27.146,Unreliable,9.174,28.153,0.004%
,2008,2008,"Bibb County, GA",13021,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,70635,Unreliable,6.789,26.036,Unreliable,6.878,26.377,0.003%
,2008,2008,"Carroll County, GA",13045,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,22,87946,25.015,15.677,37.873,24.971,15.649,37.806,0.007%
,2008,2008,"Catoosa County, GA",13047,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,60596,Unreliable,9.062,32.481,Unreliable,9.197,32.965,0.003%
,2008,2008,"Chatham County, GA",13051,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,141652,Unreliable,4.887,15.694,Unreliable,4.755,15.271,0.004%
,2008,2008,"Cherokee County, GA",13057,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,190196,Unreliable,4.808,13.661,Unreliable,4.956,14.079,0.005%
,2008,2008,"Cobb County, GA",13067,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,50,471852,10.597,7.865,13.97,10.224,7.564,13.516,0.015%
,2008,2008,"DeKalb County, GA",13089,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,14,384302,Unreliable,1.992,6.112,Unreliable,1.837,5.638,0.004%
,2008,2008,"DeKalb County, GA",13089,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,19,260427,Unreliable,4.393,11.393,Unreliable,4.259,11.358,0.006%
,2008,2008,"Floyd County, GA",13115,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,79572,Unreliable,6.901,24.735,Unreliable,6.816,24.43,0.003%
,2008,2008,"Forsyth County, GA",13117,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,150997,Unreliable,4.584,14.722,Unreliable,4.95,16.733,0.004%
,2008,2008,"Fulton County, GA",13121,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,44,400020,10.999,7.992,14.766,11.046,7.994,14.879,0.013%
,2008,2008,"Fulton County, GA",13121,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,49,435043,11.263,8.333,14.891,10.338,7.623,13.707,0.015%
