Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Race,Race Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
,1999,1999,"Sarasota County, FL",12115,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,305110,Unreliable,1.572,6.027,Unreliable,1.165,5.969,0.012%
,1999,1999,"Honolulu County, HI",15003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,232729,Unreliable,2.359,8.457,Unreliable,2.449,8.779,0.013%
,1999,1999,"Cook County, IL",17031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,35,3630170,0.964,0.672,1.341,0.95,0.658,1.328,0.042%
,1999,1999,"Marion County, IN",18097,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,629234,Unreliable,0.762,2.923,Unreliable,0.714,2.739,0.012%
,1999,1999,"Cumberland County, ME",23005,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,256041,Unreliable,1.873,7.183,Unreliable,1.782,6.834,0.012%
,1999,1999,"Middlesex County, MA",25017,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,17,1307243,Unreliable,0.758,2.082,Unreliable,0.699,1.92,0.021%
,1999,1999,"Norfolk County, MA",25021,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,589334,Unreliable,1.052,3.557,Unreliable,0.99,3.348,0.014%
,1999,1999,"Worcester County, MA",25027,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,697228,Unreliable,0.688,2.638,Unreliable,0.668,2.56,0.012%
,1999,1999,"Wayne County, MI",26163,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,1134502,Unreliable,0.61,1.959,Unreliable,0.589,1.891,0.016%
,1999,1999,"Hennepin County, MN",27053,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,933814,Unreliable,0.664,2.245,Unreliable,0.635,2.146,0.014%
,1999,1999,"St. Louis County, MO",29189,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,14,796011,Unreliable,0.962,2.951,Unreliable,0.952,2.921,0.017%
,1999,1999,"Clark County, NV",32003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,33,1094449,3.015,2.076,4.234,2.959,2.037,4.155,0.040%
,1999,1999,"Washoe County, NV",32031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,300342,Unreliable,1.828,6.553,Unreliable,1.554,5.958,0.013%
,1999,1999,"Camden County, NJ",34007,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,388609,Unreliable,1.596,5.394,Unreliable,1.577,5.33,0.014%
,1999,1999,"Ocean County, NJ",34029,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,479704,Unreliable,1,3.834,Unreliable,0.985,4.088,0.012%
,1999,1999,"Bernalillo County, NM",35001,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,22,495289,4.442,2.784,6.725,4.363,2.734,6.605,0.027%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,19,1027738,Unreliable,1.113,2.887,Unreliable,1.011,2.622,0.023%
,1999,1999,"Queens County, NY",36081,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,17,1264042,Unreliable,0.783,2.153,Unreliable,0.741,2.036,0.021%
,1999,1999,"Wake County, NC",37183,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,464341,Unreliable,1.335,4.514,Unreliable,1.229,4.154,0.014%
,1999,1999,"Hamilton County, OH",39061,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,630964,Unreliable,0.983,3.322,Unreliable,0.978,3.307,0.014%
,1999,1999,"Tulsa County, OK",40143,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,453225,Unreliable,1.368,4.625,Unreliable,1.347,4.553,0.014%
,1999,1999,"Multnomah County, OR",41051,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,562791,Unreliable,1.23,3.95,Unreliable,1.163,3.736,0.016%
,1999,1999,"Allegheny County, PA",42003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,1098513,Unreliable,0.63,2.024,Unreliable,0.56,1.892,0.016%
,1999,1999,"Delaware County, PA",42045,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,450320,Unreliable,1.065,4.084,Unreliable,1.044,4.002,0.012%
,1999,1999,"Philadelphia County, PA",42101,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,763544,Unreliable,1.397,3.726,Unreliable,1.335,3.561,0.022%
,1999,1999,"Davidson County, TN",47037,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,401075,Unreliable,1.369,4.907,Unreliable,1.316,4.716,0.013%
,1999,1999,"Bexar County, TX",48029,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,25,1230393,2.032,1.315,2.999,2.149,1.391,3.172,0.030%
,1999,1999,"Dallas County, TX",48113,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,28,1627586,1.72,1.143,2.486,1.805,1.189,2.626,0.034%
,1999,1999,"Harris County, TX",48201,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,24,2512308,0.955,0.612,1.421,0.995,0.631,1.492,0.029%
,1999,1999,"Tarrant County, TX",48439,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,1167470,Unreliable,0.531,1.795,Unreliable,0.567,1.918,0.014%
,1999,1999,"Travis County, TX",48453,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,666266,Unreliable,0.72,2.76,Unreliable,0.722,2.769,0.012%
,1999,1999,"Salt Lake County, UT",49035,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,833348,Unreliable,1.097,3.118,Unreliable,1.319,3.748,0.019%
,1999,1999,"Fairfax County, VA",51059,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,734949,Unreliable,1.142,3.366,Unreliable,1.025,3.021,0.018%
,1999,1999,"King County, WA",53033,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,35,1395072,2.509,1.748,3.489,2.407,1.676,3.347,0.042%
,1999,1999,"Milwaukee County, WI",55079,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,668683,Unreliable,0.821,2.943,Unreliable,0.784,2.809,0.013%
,2000,2000,"Jefferson County, AL",1073,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,391168,Unreliable,1.77,5.683,Unreliable,1.691,5.432,0.016%
,2000,2000,"Maricopa County, AZ",4013,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,53,2791735,1.898,1.422,2.483,1.905,1.427,2.492,0.064%
,2000,2000,"Pima County, AZ",4019,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,19,760787,Unreliable,1.504,3.9,Unreliable,1.495,3.879,0.023%
,2000,2000,"Kern County, CA",6029,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,576839,Unreliable,1.075,3.634,Unreliable,1.193,4.034,0.014%
,2000,2000,"Los Angeles County, CA",6037,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,74,7145317,1.036,0.813,1.3,1.122,0.878,1.413,0.089%
,2000,2000,"Orange County, CA",6059,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,23,2338589,0.983,0.623,1.476,1.031,0.654,1.547,0.028%
,2000,2000,"Riverside County, CA",6065,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,1341313,Unreliable,0.795,2.121,Unreliable,0.845,2.254,0.022%
,2000,2000,"San Bernardino County, CA",6071,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,1410713,Unreliable,0.595,1.754,Unreliable,0.661,1.949,0.018%
,2000,2000,"San Diego County, CA",6073,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,40,2303808,1.736,1.24,2.364,1.761,1.258,2.398,0.048%
,2000,2000,"San Francisco County, CA",6075,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,452467,Unreliable,1.53,4.913,Unreliable,1.479,4.75,0.016%
,2000,2000,"Ventura County, CA",6111,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,676660,Unreliable,0.916,3.098,Unreliable,0.986,3.334,0.014%
,2000,2000,"Jefferson County, CO",8059,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,502021,Unreliable,1.379,4.428,Unreliable,1.382,4.439,0.016%
,2000,2000,"Fairfield County, CT",9001,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,750877,Unreliable,0.922,2.961,Unreliable,0.858,2.755,0.016%
,2000,2000,"Hartford County, CT",9003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,717671,Unreliable,0.864,2.921,Unreliable,0.829,2.802,0.014%
,2000,2000,"New Haven County, CT",9009,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,697209,Unreliable,0.993,3.188,Unreliable,0.928,2.979,0.016%
,2000,2000,"Broward County, FL",12011,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,37,1214539,3.046,2.145,4.199,2.779,1.946,3.847,0.045%
,2000,2000,"Duval County, FL",12031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,529867,Unreliable,0.905,3.471,Unreliable,0.86,3.299,0.012%
,2000,2000,"Hillsborough County, FL",12057,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,22,810855,2.713,1.7,4.108,2.597,1.627,3.932,0.027%
,2000,2000,"Lee County, FL",12071,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,403836,Unreliable,2.265,6.434,Unreliable,2.296,6.767,0.019%
,2000,2000,"Manatee County, FL",12081,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,237656,Unreliable,2.018,7.738,Unreliable,1.819,7.552,0.012%
,2000,2000,"Miami-Dade County, FL",12086,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,19,1720202,Unreliable,0.665,1.725,Unreliable,0.652,1.69,0.023%
,2000,2000,"Palm Beach County, FL",12099,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,938557,Unreliable,0.974,2.768,Unreliable,0.835,2.46,0.019%
,2000,2000,"Pasco County, FL",12101,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,331570,Unreliable,1.446,5.546,Unreliable,1.567,6.008,0.012%
,2000,2000,"Pinellas County, FL",12103,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,22,810784,2.713,1.7,4.108,2.584,1.6,3.95,0.027%
,2000,2000,"Polk County, FL",12105,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,407927,Unreliable,1.52,5.139,Unreliable,1.509,5.101,0.014%
,2000,2000,"Cook County, IL",17031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,30,3633207,0.826,0.557,1.179,0.815,0.55,1.164,0.036%
,2000,2000,"Jefferson County, KY",21111,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,546549,Unreliable,0.877,3.365,Unreliable,0.842,3.227,0.012%
,2000,2000,"Essex County, MA",25009,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,670111,Unreliable,1.033,3.317,Unreliable,0.991,3.183,0.016%
,2000,2000,"Middlesex County, MA",25017,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,1306485,Unreliable,0.475,1.604,Unreliable,0.461,1.559,0.014%
,2000,2000,"Worcester County, MA",25027,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,701433,Unreliable,0.987,3.169,Unreliable,0.959,3.081,0.016%
,2000,2000,"Oakland County, MI",26125,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,17,1011674,Unreliable,0.979,2.69,Unreliable,0.949,2.608,0.021%
,2000,2000,"Wayne County, MI",26163,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,17,1125009,Unreliable,0.88,2.419,Unreliable,0.86,2.365,0.021%
,2000,2000,"Hennepin County, MN",27053,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,933336,Unreliable,0.899,2.651,Unreliable,0.847,2.495,0.018%
,2000,2000,"Jackson County, MO",29095,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,482193,Unreliable,0.994,3.814,Unreliable,0.955,3.662,0.012%
,2000,2000,"St. Louis County, MO",29189,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,791566,Unreliable,1.061,3.125,Unreliable,1.096,3.23,0.018%
,2000,2000,"Clark County, NV",32003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,35,1135444,3.082,2.147,4.287,3.14,2.174,4.388,0.042%
,2000,2000,"Washoe County, NV",32031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,305766,Unreliable,1.568,6.015,Unreliable,1.497,5.743,0.012%
,2000,2000,"Middlesex County, NJ",34023,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,563134,Unreliable,0.852,3.266,Unreliable,0.834,3.197,0.012%
,2000,2000,"Bernalillo County, NM",35001,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,497666,Unreliable,1.687,4.971,Unreliable,1.662,4.898,0.018%
,2000,2000,"New York County, NY",36061,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,1030389,Unreliable,0.602,2.034,Unreliable,0.578,1.954,0.014%
,2000,2000,"Queens County, NY",36081,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,1266014,Unreliable,0.379,1.453,Unreliable,0.374,1.433,0.012%
,2000,2000,"Franklin County, OH",39049,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,827120,Unreliable,0.664,2.38,Unreliable,0.672,2.408,0.013%
,2000,2000,"Lucas County, OH",39095,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,366081,Unreliable,1.31,5.024,Unreliable,1.31,5.025,0.012%
,2000,2000,"Oklahoma County, OK",40109,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,508261,Unreliable,1.799,5.112,Unreliable,1.795,5.101,0.019%
,2000,2000,"Tulsa County, OK",40143,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,19,453441,Unreliable,2.523,6.543,Unreliable,2.493,6.467,0.023%
,2000,2000,"Allegheny County, PA",42003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,1091658,Unreliable,0.568,1.92,Unreliable,0.563,1.902,0.014%
,2000,2000,"Delaware County, PA",42045,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,448082,Unreliable,1.874,5.521,Unreliable,1.843,5.431,0.018%
,2000,2000,"Montgomery County, PA",42091,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,658202,Unreliable,1.389,3.948,Unreliable,1.397,3.969,0.019%
,2000,2000,"Philadelphia County, PA",42101,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,756818,Unreliable,1.41,3.759,Unreliable,1.378,3.675,0.022%
,2000,2000,"Bexar County, TX",48029,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,1241325,Unreliable,0.859,2.292,Unreliable,0.859,2.292,0.022%
,2000,2000,"Dallas County, TX",48113,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,22,1642864,1.339,0.839,2.027,1.35,0.835,2.063,0.027%
,2000,2000,"Harris County, TX",48201,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,24,2542319,0.944,0.605,1.405,0.962,0.616,1.431,0.029%
,2000,2000,"Travis County, TX",48453,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,686114,Unreliable,1.333,3.787,Unreliable,1.307,4.011,0.019%
,2000,2000,"Salt Lake County, UT",49035,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,21,838634,2.504,1.55,3.828,2.59,1.582,4,0.025%
,2000,2000,"Fairfax County, VA",51059,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,740449,Unreliable,0.648,2.484,Unreliable,0.666,2.765,0.012%
,2000,2000,"King County, WA",53033,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,25,1394369,1.793,1.16,2.647,1.688,1.092,2.492,0.030%
,2000,2000,"Pierce County, WA",53053,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,581800,Unreliable,1.066,3.603,Unreliable,1.05,3.551,0.014%
,2000,2000,"Milwaukee County, WI",55079,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,665343,Unreliable,1.603,4.276,Unreliable,1.557,4.153,0.022%
,2001,2001,"Maricopa County, AZ",4013,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,47,2874359,1.635,1.201,2.174,1.722,1.265,2.29,0.057%
,2001,2001,"Pima County, AZ",4019,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,773017,Unreliable,0.71,2.546,Unreliable,0.716,2.565,0.013%
,2001,2001,"Los Angeles County, CA",6037,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,61,7208671,0.846,0.647,1.087,0.905,0.691,1.165,0.074%
,2001,2001,"Riverside County, CA",6065,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,1398829,Unreliable,0.443,1.499,Unreliable,0.486,1.644,0.014%
,2001,2001,"San Francisco County, CA",6075,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,22,450932,4.879,3.057,7.387,4.573,2.831,6.99,0.027%
,2001,2001,"Adams County, CO",8001,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,14,341977,Unreliable,2.238,6.869,Unreliable,2.375,7.288,0.017%
,2001,2001,"Arapahoe County, CO",8005,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,428560,Unreliable,1.281,4.593,Unreliable,1.273,4.563,0.013%
,2001,2001,"El Paso County, CO",8041,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,18,469921,Unreliable,2.27,6.054,Unreliable,2.294,6.117,0.022%
,2001,2001,"Jefferson County, CO",8059,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,14,503922,Unreliable,1.519,4.661,Unreliable,1.438,4.412,0.017%
,2001,2001,"Fairfield County, CT",9001,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,11,753550,Unreliable,0.729,2.612,Unreliable,0.701,2.514,0.013%
,2001,2001,"New Castle County, DE",10003,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,380576,Unreliable,1.26,4.832,Unreliable,1.212,4.648,0.012%
,2001,2001,"Brevard County, FL",12009,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,17,431336,Unreliable,2.296,6.31,Unreliable,2.278,6.471,0.021%
,2001,2001,"Broward County, FL",12011,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,45,1228604,3.663,2.672,4.901,3.394,2.466,4.556,0.054%
,2001,2001,"Clay County, FL",12019,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,130067,Unreliable,3.687,14.139,Unreliable,3.476,13.33,0.012%
,2001,2001,"Duval County, FL",12031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,15,534418,Unreliable,1.571,4.629,Unreliable,1.478,4.356,0.018%
,2001,2001,"Hillsborough County, FL",12057,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,19,830751,Unreliable,1.377,3.572,Unreliable,1.362,3.532,0.023%
,2001,2001,"Lee County, FL",12071,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,16,420895,Unreliable,2.173,6.173,Unreliable,2.069,6.35,0.019%
,2001,2001,"Miami-Dade County, FL",12086,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,25,1751959,1.427,0.923,2.106,1.385,0.896,2.045,0.030%
,2001,2001,"Orange County, FL",12095,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,702151,Unreliable,0.986,3.166,Unreliable,0.988,3.173,0.016%
,2001,2001,"Palm Beach County, FL",12099,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,29,956715,3.031,2.03,4.353,2.746,1.794,4.024,0.035%
,2001,2001,"Pasco County, FL",12101,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,342318,Unreliable,1.401,5.372,Unreliable,1.473,5.647,0.012%
,2001,2001,"Pinellas County, FL",12103,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,39,809437,4.818,3.426,6.587,4.458,3.139,6.145,0.047%
,2001,2001,"Polk County, FL",12105,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,414259,Unreliable,1.497,5.06,Unreliable,1.541,5.211,0.014%
,2001,2001,"Sarasota County, FL",12115,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,314810,Unreliable,1.523,5.842,Unreliable,1.417,5.882,0.012%
,2001,2001,"Cook County, IL",17031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,34,3614119,0.941,0.652,1.315,0.941,0.651,1.315,0.041%
,2001,2001,"DuPage County, IL",17043,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,796876,Unreliable,0.778,2.63,Unreliable,0.777,2.628,0.014%
,2001,2001,"Marion County, IN",18097,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,13,628191,Unreliable,1.102,3.539,Unreliable,1.091,3.502,0.016%
,2001,2001,"Johnson County, KS",20091,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,431542,Unreliable,1.437,4.857,Unreliable,1.372,4.64,0.014%
,2001,2001,"Jefferson County, KY",21111,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,12,546774,Unreliable,1.134,3.834,Unreliable,1.135,3.836,0.014%
,2001,2001,"Baltimore County, MD",24005,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,568072,Unreliable,0.844,3.237,Unreliable,0.711,2.727,0.012%
,2001,2001,"Montgomery County, MD",24031,Drug poisonings (overdose) Suicide (X60-X64),D2,White,2106-3,10,628501,Unreliable,0.763,2.926,Unreliable,0.737,2.828,0.012%
