Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2006,2006,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,240,8798,2727.893,2382.767,3073.019,0.010%
,2006,2006,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,348,5517,6307.776,5645.037,6970.515,0.014%
,2006,2006,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,292,1638,17826.618,15781.899,19871.337,0.012%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,4601,Unreliable,182.468,537.715,0.001%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,38,5079,748.179,529.456,1026.935,0.002%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,57,4372,1303.751,987.448,1689.166,0.002%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,84,2932,2864.939,2285.19,3546.995,0.003%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,108,1842,5863.192,4757.388,6968.997,0.004%
,2006,2006,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,124,801,15480.649,12755.851,18205.448,0.005%
,2006,2006,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3905,Unreliable,292.941,759.815,0.001%
,2006,2006,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,41,3738,1096.843,787.117,1487.988,0.002%
,2006,2006,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,64,2579,2481.582,1911.116,3168.931,0.003%
,2006,2006,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,84,1317,6378.132,5087.453,7896.574,0.003%
,2006,2006,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,42,394,10659.898,7682.695,14409.091,0.002%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,19,5338,Unreliable,214.3,555.841,0.001%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,5802,Unreliable,82.651,316.967,0.000%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,18,5950,Unreliable,179.292,478.113,0.001%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,38,6014,631.859,447.141,867.277,0.002%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,66,4875,1353.846,1047.065,1722.431,0.003%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,93,3185,2919.937,2356.769,3577.127,0.004%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,107,1804,5931.264,4807.406,7055.122,0.004%
,2006,2006,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,93,527,17647.059,14243.471,21618.882,0.004%
,2006,2006,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,2182,Unreliable,384.755,1133.834,0.001%
,2006,2006,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,31,1923,1612.064,1095.317,2288.197,0.001%
,2006,2006,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,27,1347,2004.454,1320.955,2916.381,0.001%
,2006,2006,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,48,820,5853.659,4316.02,7761.073,0.002%
,2006,2006,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,47,286,16433.566,12074.727,21853.192,0.002%
,2006,2006,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3816,Unreliable,299.773,777.536,0.001%
,2006,2006,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,32,3144,1017.812,696.183,1436.845,0.001%
,2006,2006,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,44,2219,1982.875,1440.757,2661.911,0.002%
,2006,2006,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,76,1208,6291.391,4956.924,7874.619,0.003%
,2006,2006,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,85+ years,85+,69,464,14870.69,11570.289,18819.75,0.003%
,2006,2006,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,24,1783,1346.046,862.439,2002.809,0.001%
,2006,2006,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,34,1327,2562.17,1774.38,3580.377,0.001%
,2006,2006,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,41,797,5144.291,3691.646,6978.797,0.002%
,2006,2006,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,85+ years,85+,53,299,17725.753,13277.829,23185.639,0.002%
,2006,2006,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,10,2124,Unreliable,225.772,865.838,0.000%
,2006,2006,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,24,1837,1306.478,837.087,1943.935,0.001%
,2006,2006,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,25,1274,1962.323,1269.918,2896.782,0.001%
,2006,2006,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,38,641,5928.237,4195.176,8136.98,0.002%
,2006,2006,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,85+ years,85+,31,217,14285.714,9706.429,20277.429,0.001%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,14,6385,Unreliable,119.874,367.888,0.001%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,6410,468.019,315.772,668.125,0.001%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,69,5395,1278.962,995.109,1618.603,0.003%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,70,3797,1843.561,1437.148,2329.228,0.003%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,130,2263,5744.587,4757.073,6732.101,0.005%
,2006,2006,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,85+ years,85+,127,780,16282.051,13450.246,19113.856,0.005%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,11,6160,Unreliable,89.143,319.514,0.000%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,23,7592,302.95,192.043,454.574,0.001%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,52,8100,641.975,479.459,841.867,0.002%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,87,6905,1259.957,1009.175,1554.156,0.004%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,113,4841,2334.228,1903.84,2764.617,0.005%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,168,3180,5283.019,4484.135,6081.903,0.007%
,2006,2006,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,85+ years,85+,165,972,16975.309,14385.118,19565.5,0.007%
,2006,2006,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,14,2014,Unreliable,380.037,1166.317,0.001%
,2006,2006,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,17,1773,Unreliable,558.555,1535.178,0.001%
,2006,2006,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,17,1210,Unreliable,818.445,2249.479,0.001%
,2006,2006,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,38,800,4750,3361.385,6519.755,0.002%
,2006,2006,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,85+ years,85+,49,214,22897.196,16939.575,30271.238,0.002%
,2006,2006,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,21,1581,1328.273,822.228,2030.412,0.001%
,2006,2006,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,35,1055,3317.536,2310.796,4613.896,0.001%
,2006,2006,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,31,631,4912.837,3338.027,6973.379,0.001%
,2006,2006,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,85+ years,85+,30,175,17142.857,11566.286,24472.457,0.001%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,4859,Unreliable,188.217,534.74,0.001%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,5585,537.153,362.417,766.818,0.001%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,61,4650,1311.828,1003.443,1685.095,0.003%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,90,3565,2524.544,2030.036,3103.094,0.004%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,136,2225,6112.36,5085.064,7139.655,0.006%
,2006,2006,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,85+ years,85+,155,894,17337.808,14608.299,20067.316,0.006%
,2006,2006,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,18,1753,Unreliable,608.55,1622.803,0.001%
,2006,2006,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,27,1145,2358.079,1553.997,3430.886,0.001%
,2006,2006,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,56,784,7142.857,5395.643,9275.571,0.002%
,2006,2006,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,85+ years,85+,49,326,15030.675,11119.844,19871.304,0.002%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,17,10106,Unreliable,97.993,269.332,0.001%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,14,9793,Unreliable,78.157,239.861,0.001%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,28,10851,258.041,171.465,372.941,0.001%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,56,11430,489.939,370.095,636.225,0.002%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,116,9614,1206.574,987,1426.148,0.005%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,178,6646,2678.303,2284.838,3071.767,0.007%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,271,4062,6671.59,5877.261,7465.92,0.011%
,2006,2006,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,85+ years,85+,219,1242,17632.85,15297.476,19968.225,0.009%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,11,6810,Unreliable,80.634,289.017,0.000%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,6980,Unreliable,88.833,300.309,0.000%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,6353,Unreliable,155.882,428.439,0.001%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,41,6830,600.293,430.782,814.363,0.002%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,57,5256,1084.475,821.37,1405.067,0.002%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,107,3739,2861.728,2319.487,3403.969,0.004%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,118,2144,5503.731,4510.679,6496.784,0.005%
,2006,2006,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,85+ years,85+,83,663,12518.854,9971.142,15518.997,0.003%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,19,4909,Unreliable,233.028,604.416,0.001%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,24,5588,429.492,275.184,639.049,0.001%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,66,6598,1000.303,773.634,1272.636,0.003%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,81,4922,1645.672,1306.894,2045.423,0.003%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,104,3339,3114.705,2516.078,3713.332,0.004%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,142,1995,7117.794,5947.063,8288.526,0.006%
,2006,2006,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,85+ years,85+,142,681,20851.689,17422.012,24281.365,0.006%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,12,8327,Unreliable,74.463,251.731,0.000%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,17,9255,Unreliable,107.004,294.097,0.001%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,21,9664,217.301,134.514,332.169,0.001%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,46,9317,493.721,361.468,658.555,0.002%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,96,7822,1227.308,994.119,1498.751,0.004%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,149,5358,2780.888,2334.363,3227.414,0.006%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,193,3011,6409.831,5505.507,7314.154,0.008%
,2006,2006,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,85+ years,85+,173,995,17386.935,14796.003,19977.867,0.007%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,18,10408,Unreliable,102.497,273.326,0.001%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,11,10174,Unreliable,53.973,193.455,0.000%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,27,11887,227.139,149.687,330.476,0.001%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,57,11343,502.513,380.598,651.065,0.002%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,97,8132,1192.818,967.292,1455.143,0.004%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,141,4888,2884.615,2408.476,3360.755,0.006%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,138,2582,5344.694,4452.952,6236.436,0.006%
,2006,2006,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,85+ years,85+,124,908,13656.388,11252.683,16060.092,0.005%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,26,5216,498.466,325.613,730.368,0.001%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,33,5457,604.728,416.264,849.262,0.001%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,52,4487,1158.903,865.527,1519.751,0.002%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,55,3066,1793.868,1351.393,2334.971,0.002%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,92,1752,5251.142,4233.155,6440.053,0.004%
,2006,2006,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,85+ years,85+,95,588,16156.463,13071.548,19750.468,0.004%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,< 1 year,1,12,1317,Unreliable,470.806,1591.617,0.000%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,15,13214,Unreliable,63.534,187.228,0.001%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,29,12562,230.855,154.608,331.547,0.001%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,44,13982,314.69,228.654,422.456,0.002%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,111,15028,738.621,601.212,876.031,0.005%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,169,12919,1308.151,1110.922,1505.38,0.007%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,246,8452,2910.554,2546.836,3274.271,0.010%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,383,5840,6558.219,5901.405,7215.033,0.016%
,2006,2006,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,85+ years,85+,351,1777,19752.392,17685.955,21818.829,0.014%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,10,2333,Unreliable,205.547,788.273,0.000%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,2569,778.513,475.539,1202.351,0.001%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,30,2330,1287.554,868.712,1838.06,0.001%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,44,1699,2589.759,1881.719,3476.622,0.002%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,61,996,6124.498,4684.751,7867.163,0.003%
,2006,2006,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,85+ years,85+,67,355,18873.239,14626.572,23968.259,0.003%
,2006,2006,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,4176,Unreliable,114.832,440.383,0.000%
,2006,2006,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,4233,Unreliable,146.481,495.195,0.000%
,2006,2006,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,30,4174,718.735,484.931,1026.037,0.001%
,2006,2006,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,42,3570,1176.471,847.894,1590.247,0.002%
,2006,2006,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,62,2615,2370.937,1817.774,3039.423,0.003%
