Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Cibola County, NM",35006,All other non-drug and non-alcohol causes,O9,Female,F,92,13056,704.657,568.052,864.198,823.485,0.001%
,1999,1999,"Cibola County, NM",35006,All other non-drug and non-alcohol causes,O9,Male,M,101,12456,810.854,652.716,968.993,1031.141,0.002%
,1999,1999,"Colfax County, NM",35007,All other non-drug and non-alcohol causes,O9,Female,F,63,6921,910.273,699.481,1164.631,604.645,0.001%
,1999,1999,"Colfax County, NM",35007,All other non-drug and non-alcohol causes,O9,Male,M,74,7103,1041.813,818.053,1307.903,927.017,0.001%
,1999,1999,"Curry County, NM",35009,All other non-drug and non-alcohol causes,O9,Female,F,176,22848,770.308,656.502,884.114,718.413,0.003%
,1999,1999,"Curry County, NM",35009,All other non-drug and non-alcohol causes,O9,Male,M,218,22305,977.359,847.617,1107.102,1357.517,0.003%
,1999,1999,"DeBaca County, NM",35011,All other non-drug and non-alcohol causes,O9,Female,F,11,1173,Unreliable,468.133,1677.927,Unreliable,0.000%
,1999,1999,"DeBaca County, NM",35011,All other non-drug and non-alcohol causes,O9,Male,M,13,1123,Unreliable,616.383,1979.554,Unreliable,0.000%
,1999,1999,"Dona Ana County, NM",35013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,13,85489,Unreliable,8.097,26.004,Unreliable,0.000%
,1999,1999,"Dona Ana County, NM",35013,All other alcohol-induced causes,A9,Male,M,18,85489,Unreliable,12.479,33.276,Unreliable,0.000%
,1999,1999,"Dona Ana County, NM",35013,All other non-drug and non-alcohol causes,O9,Female,F,501,88400,566.742,517.115,616.37,672.8,0.008%
,1999,1999,"Dona Ana County, NM",35013,All other non-drug and non-alcohol causes,O9,Male,M,543,85489,635.169,581.744,688.595,870.776,0.008%
,1999,1999,"Eddy County, NM",35015,All other non-drug and non-alcohol causes,O9,Female,F,264,26644,990.842,871.317,1110.367,774.972,0.004%
,1999,1999,"Eddy County, NM",35015,All other non-drug and non-alcohol causes,O9,Male,M,286,25548,1119.461,989.719,1249.204,1141.257,0.004%
,1999,1999,"Grant County, NM",35017,All other non-drug and non-alcohol causes,O9,Female,F,134,15959,839.652,697.483,981.82,651.969,0.002%
,1999,1999,"Grant County, NM",35017,All other non-drug and non-alcohol causes,O9,Male,M,150,15305,980.072,823.228,1136.916,949.626,0.002%
,1999,1999,"Guadalupe County, NM",35019,All other non-drug and non-alcohol causes,O9,Female,F,13,2058,Unreliable,336.345,1080.194,Unreliable,0.000%
,1999,1999,"Guadalupe County, NM",35019,All other non-drug and non-alcohol causes,O9,Male,M,29,2387,1214.914,813.652,1744.823,1310.471,0.000%
,1999,1999,"Hidalgo County, NM",35023,All other non-drug and non-alcohol causes,O9,Female,F,24,3190,752.351,482.046,1119.438,704.012,0.000%
,1999,1999,"Hidalgo County, NM",35023,All other non-drug and non-alcohol causes,O9,Male,M,29,3163,916.851,614.034,1316.754,1047.723,0.000%
,1999,1999,"Lea County, NM",35025,All other non-drug and non-alcohol causes,O9,Female,F,229,28136,813.904,708.487,919.321,793.059,0.004%
,1999,1999,"Lea County, NM",35025,All other non-drug and non-alcohol causes,O9,Male,M,265,28263,937.622,824.73,1050.513,1233.688,0.004%
,1999,1999,"Lincoln County, NM",35027,All other non-drug and non-alcohol causes,O9,Female,F,61,9619,634.162,485.083,814.606,524.634,0.001%
,1999,1999,"Lincoln County, NM",35027,All other non-drug and non-alcohol causes,O9,Male,M,86,9218,932.957,746.245,1152.193,913.396,0.001%
,1999,1999,"Los Alamos County, NM",35028,All other non-drug and non-alcohol causes,O9,Female,F,46,9195,500.272,366.264,667.293,529.483,0.001%
,1999,1999,"Los Alamos County, NM",35028,All other non-drug and non-alcohol causes,O9,Male,M,54,9314,579.772,435.542,756.475,784.522,0.001%
,1999,1999,"Luna County, NM",35029,All other non-drug and non-alcohol causes,O9,Female,F,130,12815,1014.436,840.051,1188.821,808.53,0.002%
,1999,1999,"Luna County, NM",35029,All other non-drug and non-alcohol causes,O9,Male,M,158,12190,1296.144,1094.038,1498.251,1159.34,0.002%
,1999,1999,"McKinley County, NM",35031,All other alcohol-induced causes,A9,Female,F,15,37999,Unreliable,22.094,65.108,Unreliable,0.000%
,1999,1999,"McKinley County, NM",35031,All other alcohol-induced causes,A9,Male,M,23,35546,64.705,41.017,97.089,77.684,0.000%
,1999,1999,"McKinley County, NM",35031,All other non-drug and non-alcohol causes,O9,Female,F,180,37999,473.697,404.494,542.899,731.896,0.003%
,1999,1999,"McKinley County, NM",35031,All other non-drug and non-alcohol causes,O9,Male,M,227,35546,638.609,555.533,721.686,1118.934,0.003%
,1999,1999,"Mora County, NM",35033,All other non-drug and non-alcohol causes,O9,Female,F,21,2520,833.333,515.85,1273.842,712.696,0.000%
,1999,1999,"Mora County, NM",35033,All other non-drug and non-alcohol causes,O9,Male,M,23,2577,892.511,565.771,1339.203,816.892,0.000%
,1999,1999,"Otero County, NM",35035,All other alcohol-induced causes,A9,Male,M,11,30869,Unreliable,17.789,63.76,Unreliable,0.000%
,1999,1999,"Otero County, NM",35035,All other non-drug and non-alcohol causes,O9,Female,F,203,31034,654.121,564.137,744.106,719.495,0.003%
,1999,1999,"Otero County, NM",35035,All other non-drug and non-alcohol causes,O9,Male,M,218,30869,706.21,612.462,799.958,1027.079,0.003%
,1999,1999,"Quay County, NM",35037,All other non-drug and non-alcohol causes,O9,Female,F,69,5345,1290.926,1004.418,1633.744,832.688,0.001%
,1999,1999,"Quay County, NM",35037,All other non-drug and non-alcohol causes,O9,Male,M,74,5012,1476.457,1159.343,1853.558,1291.061,0.001%
,1999,1999,"Rio Arriba County, NM",35039,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,22,20225,108.776,68.169,164.688,109.82,0.000%
,1999,1999,"Rio Arriba County, NM",35039,All other alcohol-induced causes,A9,Male,M,13,20225,Unreliable,34.225,109.915,Unreliable,0.000%
,1999,1999,"Rio Arriba County, NM",35039,All other non-drug and non-alcohol causes,O9,Female,F,143,20601,694.141,580.369,807.913,749.183,0.002%
,1999,1999,"Rio Arriba County, NM",35039,All other non-drug and non-alcohol causes,O9,Male,M,145,20225,716.934,600.24,833.629,887.566,0.002%
,1999,1999,"Roosevelt County, NM",35041,All other non-drug and non-alcohol causes,O9,Female,F,66,9226,715.37,553.267,910.129,670.648,0.001%
,1999,1999,"Roosevelt County, NM",35041,All other non-drug and non-alcohol causes,O9,Male,M,66,8904,741.24,573.275,943.042,927.887,0.001%
,1999,1999,"Sandoval County, NM",35043,All other alcohol-induced causes,A9,Male,M,14,43026,Unreliable,17.789,54.594,Unreliable,0.000%
,1999,1999,"Sandoval County, NM",35043,All other non-drug and non-alcohol causes,O9,Female,F,252,45090,558.882,489.878,627.887,594.648,0.004%
,1999,1999,"Sandoval County, NM",35043,All other non-drug and non-alcohol causes,O9,Male,M,265,43026,615.907,541.75,690.063,839.133,0.004%
,1999,1999,"San Juan County, NM",35045,All other alcohol-induced causes,A9,Male,M,10,55763,Unreliable,8.6,32.98,Unreliable,0.000%
,1999,1999,"San Juan County, NM",35045,All other non-drug and non-alcohol causes,O9,Female,F,343,56811,603.756,539.861,667.652,745.261,0.005%
,1999,1999,"San Juan County, NM",35045,All other non-drug and non-alcohol causes,O9,Male,M,349,55763,625.863,560.2,691.526,976.197,0.005%
,1999,1999,"San Miguel County, NM",35047,All other non-drug and non-alcohol causes,O9,Female,F,101,15284,660.822,531.943,789.7,647.154,0.002%
,1999,1999,"San Miguel County, NM",35047,All other non-drug and non-alcohol causes,O9,Male,M,112,14824,755.532,615.605,895.458,938.283,0.002%
,1999,1999,"Santa Fe County, NM",35049,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,17,62672,Unreliable,15.802,43.43,Unreliable,0.000%
,1999,1999,"Santa Fe County, NM",35049,All other alcohol-induced causes,A9,Male,M,16,62672,Unreliable,14.593,41.459,Unreliable,0.000%
,1999,1999,"Santa Fe County, NM",35049,All other non-drug and non-alcohol causes,O9,Female,F,391,65294,598.83,539.473,658.187,619.451,0.006%
,1999,1999,"Santa Fe County, NM",35049,All other non-drug and non-alcohol causes,O9,Male,M,379,62672,604.736,543.852,665.62,810.254,0.006%
,1999,1999,"Sierra County, NM",35051,All other non-drug and non-alcohol causes,O9,Female,F,94,6567,1431.399,1156.714,1751.675,718.82,0.001%
,1999,1999,"Sierra County, NM",35051,All other non-drug and non-alcohol causes,O9,Male,M,128,6538,1957.785,1618.616,2296.954,1079.549,0.002%
,1999,1999,"Socorro County, NM",35053,All other non-drug and non-alcohol causes,O9,Female,F,47,8825,532.578,391.317,708.217,571.523,0.001%
,1999,1999,"Socorro County, NM",35053,All other non-drug and non-alcohol causes,O9,Male,M,67,9134,733.523,568.473,931.545,1004.638,0.001%
,1999,1999,"Taos County, NM",35055,All other non-drug and non-alcohol causes,O9,Female,F,94,15014,626.082,505.937,766.168,564.271,0.001%
,1999,1999,"Taos County, NM",35055,All other non-drug and non-alcohol causes,O9,Male,M,107,14479,739.001,598.975,879.028,890.669,0.002%
,1999,1999,"Torrance County, NM",35057,All other non-drug and non-alcohol causes,O9,Female,F,48,8080,594.059,438.012,787.634,715.867,0.001%
,1999,1999,"Torrance County, NM",35057,All other non-drug and non-alcohol causes,O9,Male,M,53,8350,634.731,475.458,830.24,924.952,0.001%
,1999,1999,"Union County, NM",35059,All other non-drug and non-alcohol causes,O9,Female,F,26,2114,1229.896,803.405,1802.08,855.513,0.000%
,1999,1999,"Union County, NM",35059,All other non-drug and non-alcohol causes,O9,Male,M,24,2041,1175.894,753.419,1749.636,1002.712,0.000%
,1999,1999,"Valencia County, NM",35061,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,12,32695,Unreliable,18.965,64.113,Unreliable,0.000%
,1999,1999,"Valencia County, NM",35061,All other non-drug and non-alcohol causes,O9,Female,F,163,32449,502.327,425.21,579.443,580.363,0.003%
,1999,1999,"Valencia County, NM",35061,All other non-drug and non-alcohol causes,O9,Male,M,255,32695,779.936,684.206,875.665,1115.805,0.004%
,1999,1999,"Albany County, NY",36001,All other non-drug and non-alcohol causes,O9,Female,F,1570,153757,1021.092,970.582,1071.601,714.694,0.024%
,1999,1999,"Albany County, NY",36001,All other non-drug and non-alcohol causes,O9,Male,M,1376,140935,976.337,924.749,1027.924,1106.446,0.021%
,1999,1999,"Allegany County, NY",36003,All other non-drug and non-alcohol causes,O9,Female,F,248,25010,991.603,868.188,1115.018,778.509,0.004%
,1999,1999,"Allegany County, NY",36003,All other non-drug and non-alcohol causes,O9,Male,M,251,24987,1004.522,880.249,1128.796,1101.918,0.004%
,1999,1999,"Bronx County, NY",36005,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,35,704657,4.967,3.46,6.908,5.405,0.001%
,1999,1999,"Bronx County, NY",36005,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,90,613238,14.676,11.801,18.04,16.406,0.001%
,1999,1999,"Bronx County, NY",36005,All other drug-induced causes,D9,Male,M,18,613238,Unreliable,1.74,4.639,Unreliable,0.000%
,1999,1999,"Bronx County, NY",36005,All other alcohol-induced causes,A9,Female,F,34,704657,4.825,3.341,6.743,5.429,0.001%
,1999,1999,"Bronx County, NY",36005,All other alcohol-induced causes,A9,Male,M,129,613238,21.036,17.406,24.666,26.897,0.002%
,1999,1999,"Bronx County, NY",36005,All other non-drug and non-alcohol causes,O9,Female,F,5494,704657,779.67,759.053,800.287,779.336,0.084%
,1999,1999,"Bronx County, NY",36005,All other non-drug and non-alcohol causes,O9,Male,M,4807,613238,783.872,761.712,806.032,1154.732,0.074%
,1999,1999,"Broome County, NY",36007,All other non-drug and non-alcohol causes,O9,Female,F,1149,103892,1105.956,1042.007,1169.905,714.905,0.018%
,1999,1999,"Broome County, NY",36007,All other non-drug and non-alcohol causes,O9,Male,M,1001,96989,1032.076,968.139,1096.013,1023.452,0.015%
,1999,1999,"Cattaraugus County, NY",36009,All other non-drug and non-alcohol causes,O9,Female,F,445,42874,1037.925,941.488,1134.362,784.745,0.007%
,1999,1999,"Cattaraugus County, NY",36009,All other non-drug and non-alcohol causes,O9,Male,M,417,41176,1012.726,915.523,1109.929,1152.086,0.006%
,1999,1999,"Cayuga County, NY",36011,All other non-drug and non-alcohol causes,O9,Female,F,388,40557,956.678,861.485,1051.871,679.295,0.006%
,1999,1999,"Cayuga County, NY",36011,All other non-drug and non-alcohol causes,O9,Male,M,353,41477,851.074,762.29,939.858,964.332,0.005%
,1999,1999,"Chautauqua County, NY",36013,All other non-drug and non-alcohol causes,O9,Female,F,800,71740,1115.138,1037.863,1192.413,718.448,0.012%
,1999,1999,"Chautauqua County, NY",36013,All other non-drug and non-alcohol causes,O9,Male,M,670,68347,980.292,906.063,1054.521,989.776,0.010%
,1999,1999,"Chemung County, NY",36015,All other non-drug and non-alcohol causes,O9,Female,F,527,46204,1140.594,1043.211,1237.977,786.851,0.008%
,1999,1999,"Chemung County, NY",36015,All other non-drug and non-alcohol causes,O9,Male,M,468,45080,1038.154,944.097,1132.212,1121.879,0.007%
,1999,1999,"Chenango County, NY",36017,All other non-drug and non-alcohol causes,O9,Female,F,244,26029,937.416,819.793,1055.039,682.47,0.004%
,1999,1999,"Chenango County, NY",36017,All other non-drug and non-alcohol causes,O9,Male,M,246,25257,973.987,852.273,1095.702,995.74,0.004%
,1999,1999,"Clinton County, NY",36019,All other non-drug and non-alcohol causes,O9,Female,F,357,38968,916.136,821.102,1011.171,811.05,0.005%
,1999,1999,"Clinton County, NY",36019,All other non-drug and non-alcohol causes,O9,Male,M,326,40907,796.93,710.419,883.44,1133.36,0.005%
,1999,1999,"Columbia County, NY",36021,All other non-drug and non-alcohol causes,O9,Female,F,376,31776,1183.283,1063.678,1302.888,758.331,0.006%
,1999,1999,"Columbia County, NY",36021,All other non-drug and non-alcohol causes,O9,Male,M,305,31441,970.071,861.201,1078.941,945.572,0.005%
,1999,1999,"Cortland County, NY",36023,All other non-drug and non-alcohol causes,O9,Female,F,244,25189,968.677,847.131,1090.223,821.923,0.004%
,1999,1999,"Cortland County, NY",36023,All other non-drug and non-alcohol causes,O9,Male,M,207,23545,879.168,759.399,998.936,1084.334,0.003%
,1999,1999,"Delaware County, NY",36025,All other non-drug and non-alcohol causes,O9,Female,F,281,24405,1151.403,1016.777,1286.03,673.116,0.004%
,1999,1999,"Delaware County, NY",36025,All other non-drug and non-alcohol causes,O9,Male,M,256,23664,1081.812,949.29,1214.334,967.754,0.004%
,1999,1999,"Dutchess County, NY",36027,All other non-drug and non-alcohol causes,O9,Female,F,1149,138593,829.046,781.109,876.984,719.951,0.018%
,1999,1999,"Dutchess County, NY",36027,All other non-drug and non-alcohol causes,O9,Male,M,1048,138993,753.995,708.344,799.645,979.03,0.016%
,1999,1999,"Erie County, NY",36029,All other alcohol-induced causes,A9,Female,F,11,496707,Unreliable,1.106,3.963,Unreliable,0.000%
,1999,1999,"Erie County, NY",36029,All other alcohol-induced causes,A9,Male,M,32,455839,7.02,4.802,9.91,7.068,0.000%
,1999,1999,"Erie County, NY",36029,All other non-drug and non-alcohol causes,O9,Female,F,5265,496707,1059.981,1031.349,1088.613,732.258,0.081%
,1999,1999,"Erie County, NY",36029,All other non-drug and non-alcohol causes,O9,Male,M,4666,455839,1023.607,994.236,1052.978,1079.547,0.072%
,1999,1999,"Essex County, NY",36031,All other non-drug and non-alcohol causes,O9,Female,F,214,18628,1148.808,994.888,1302.729,723.357,0.003%
,1999,1999,"Essex County, NY",36031,All other non-drug and non-alcohol causes,O9,Male,M,217,20036,1083.051,938.947,1227.154,1174.733,0.003%
,1999,1999,"Franklin County, NY",36033,All other non-drug and non-alcohol causes,O9,Female,F,213,23039,924.519,800.359,1048.679,693.032,0.003%
,1999,1999,"Franklin County, NY",36033,All other non-drug and non-alcohol causes,O9,Male,M,229,28022,817.215,711.369,923.061,1110.176,0.004%
,1999,1999,"Fulton County, NY",36035,All other non-drug and non-alcohol causes,O9,Female,F,266,27896,953.542,838.95,1068.134,639.726,0.004%
,1999,1999,"Fulton County, NY",36035,All other non-drug and non-alcohol causes,O9,Male,M,261,27115,962.567,845.787,1079.346,970.763,0.004%
,1999,1999,"Genesee County, NY",36037,All other non-drug and non-alcohol causes,O9,Female,F,302,30772,981.412,870.723,1092.101,717.442,0.005%
,1999,1999,"Genesee County, NY",36037,All other non-drug and non-alcohol causes,O9,Male,M,276,29782,926.734,817.4,1036.069,1038.331,0.004%
,1999,1999,"Greene County, NY",36039,All other non-drug and non-alcohol causes,O9,Female,F,239,23248,1028.045,897.708,1158.383,713.424,0.004%
,1999,1999,"Greene County, NY",36039,All other non-drug and non-alcohol causes,O9,Male,M,262,24727,1059.571,931.268,1187.873,1113.044,0.004%
,1999,1999,"Hamilton County, NY",36041,All other non-drug and non-alcohol causes,O9,Female,F,31,2666,1162.791,790.058,1650.488,749.003,0.000%
,1999,1999,"Hamilton County, NY",36041,All other non-drug and non-alcohol causes,O9,Male,M,32,2659,1203.46,823.167,1698.924,861.615,0.000%
,1999,1999,"Herkimer County, NY",36043,All other non-drug and non-alcohol causes,O9,Female,F,382,33179,1151.331,1035.873,1266.789,721.107,0.006%
,1999,1999,"Herkimer County, NY",36043,All other non-drug and non-alcohol causes,O9,Male,M,322,31283,1029.313,916.885,1141.741,970.443,0.005%
,1999,1999,"Jefferson County, NY",36045,All other non-drug and non-alcohol causes,O9,Female,F,427,53986,790.946,715.924,865.968,689.405,0.007%
,1999,1999,"Jefferson County, NY",36045,All other non-drug and non-alcohol causes,O9,Male,M,383,58095,659.265,593.239,725.291,992.656,0.006%
,1999,1999,"Kings County, NY",36047,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,55,1299111,4.234,3.189,5.511,4.256,0.001%
,1999,1999,"Kings County, NY",36047,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,169,1148241,14.718,12.499,16.937,15.297,0.003%
,1999,1999,"Kings County, NY",36047,All other drug-induced causes,D9,Male,M,11,1148241,Unreliable,0.478,1.714,Unreliable,0.000%
,1999,1999,"Kings County, NY",36047,All other alcohol-induced causes,A9,Female,F,58,1299111,4.465,3.39,5.772,4.605,0.001%
,1999,1999,"Kings County, NY",36047,All other alcohol-induced causes,A9,Male,M,203,1148241,17.679,15.247,20.111,20.47,0.003%
,1999,1999,"Kings County, NY",36047,All other non-drug and non-alcohol causes,O9,Female,F,9740,1299111,749.743,734.854,764.633,703.434,0.149%
,1999,1999,"Kings County, NY",36047,All other non-drug and non-alcohol causes,O9,Male,M,8849,1148241,770.657,754.6,786.714,1022.685,0.136%
,1999,1999,"Lewis County, NY",36049,All other non-drug and non-alcohol causes,O9,Female,F,101,13520,747.041,601.348,892.735,613.175,0.002%
,1999,1999,"Lewis County, NY",36049,All other non-drug and non-alcohol causes,O9,Male,M,121,13394,903.39,742.422,1064.357,1048.507,0.002%
,1999,1999,"Livingston County, NY",36051,All other non-drug and non-alcohol causes,O9,Female,F,253,32074,788.801,691.602,886,725.709,0.004%
,1999,1999,"Livingston County, NY",36051,All other non-drug and non-alcohol causes,O9,Male,M,226,32169,702.54,610.945,794.135,957.647,0.003%
,1999,1999,"Madison County, NY",36053,All other non-drug and non-alcohol causes,O9,Female,F,302,35383,853.517,757.253,949.781,745.949,0.005%
,1999,1999,"Madison County, NY",36053,All other non-drug and non-alcohol causes,O9,Male,M,297,34140,869.947,771.008,968.887,1060.162,0.005%
,1999,1999,"Monroe County, NY",36055,All other alcohol-induced causes,A9,Male,M,20,353703,5.654,3.454,8.733,5.931,0.000%
,1999,1999,"Monroe County, NY",36055,All other non-drug and non-alcohol causes,O9,Female,F,3366,379976,885.845,855.919,915.772,685.386,0.052%
,1999,1999,"Monroe County, NY",36055,All other non-drug and non-alcohol causes,O9,Male,M,2849,353703,805.478,775.9,835.056,958.824,0.044%
,1999,1999,"Montgomery County, NY",36057,All other non-drug and non-alcohol causes,O9,Female,F,327,26057,1254.941,1118.92,1390.962,668.147,0.005%
,1999,1999,"Montgomery County, NY",36057,All other non-drug and non-alcohol causes,O9,Male,M,282,23861,1181.845,1043.904,1319.785,1005.397,0.004%
,1999,1999,"Nassau County, NY",36059,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,28,641149,4.367,2.902,6.312,4.353,0.000%
,1999,1999,"Nassau County, NY",36059,All other alcohol-induced causes,A9,Female,F,11,689666,Unreliable,0.796,2.854,Unreliable,0.000%
,1999,1999,"Nassau County, NY",36059,All other alcohol-induced causes,A9,Male,M,31,641149,4.835,3.285,6.863,4.616,0.000%
,1999,1999,"Nassau County, NY",36059,All other non-drug and non-alcohol causes,O9,Female,F,5943,689666,861.721,839.813,883.63,652.707,0.091%
,1999,1999,"Nassau County, NY",36059,All other non-drug and non-alcohol causes,O9,Male,M,5287,641149,824.613,802.385,846.841,891.464,0.081%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,33,806409,4.092,2.817,5.747,4.017,0.001%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,131,729215,17.965,14.888,21.041,16.112,0.002%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Suicide (X60-X64),D2,Male,M,13,729215,Unreliable,0.949,3.049,Unreliable,0.000%
,1999,1999,"New York County, NY",36061,All other drug-induced causes,D9,Female,F,11,806409,Unreliable,0.681,2.441,Unreliable,0.000%
,1999,1999,"New York County, NY",36061,All other drug-induced causes,D9,Male,M,41,729215,5.622,4.035,7.628,5.375,0.001%
,1999,1999,"New York County, NY",36061,All other alcohol-induced causes,A9,Female,F,36,806409,4.464,3.127,6.18,4.141,0.001%
,1999,1999,"New York County, NY",36061,All other alcohol-induced causes,A9,Male,M,142,729215,19.473,16.27,22.676,20.569,0.002%
,1999,1999,"New York County, NY",36061,All other non-drug and non-alcohol causes,O9,Female,F,6289,806409,779.877,760.602,799.152,661.167,0.097%
,1999,1999,"New York County, NY",36061,All other non-drug and non-alcohol causes,O9,Male,M,5631,729215,772.2,752.031,792.37,963.879,0.086%
,1999,1999,"Niagara County, NY",36063,All other alcohol-induced causes,A9,Male,M,10,106495,Unreliable,4.503,17.269,Unreliable,0.000%
,1999,1999,"Niagara County, NY",36063,All other non-drug and non-alcohol causes,O9,Female,F,1290,114061,1130.974,1069.256,1192.692,817.132,0.020%
,1999,1999,"Niagara County, NY",36063,All other non-drug and non-alcohol causes,O9,Male,M,1125,106495,1056.388,994.657,1118.119,1111.743,0.017%
,1999,1999,"Oneida County, NY",36065,All other alcohol-induced causes,A9,Male,M,15,116934,Unreliable,7.18,21.157,Unreliable,0.000%
,1999,1999,"Oneida County, NY",36065,All other non-drug and non-alcohol causes,O9,Female,F,1343,118478,1133.544,1072.918,1194.169,704.244,0.021%
,1999,1999,"Oneida County, NY",36065,All other non-drug and non-alcohol causes,O9,Male,M,1195,116934,1021.944,964.001,1079.887,1036.141,0.018%
,1999,1999,"Onondaga County, NY",36067,All other alcohol-induced causes,A9,Male,M,22,219474,10.024,6.282,15.176,10.256,0.000%
,1999,1999,"Onondaga County, NY",36067,All other non-drug and non-alcohol causes,O9,Female,F,2216,239101,926.805,888.216,965.394,729.217,0.034%
,1999,1999,"Onondaga County, NY",36067,All other non-drug and non-alcohol causes,O9,Male,M,1876,219474,854.771,816.091,893.451,1001.12,0.029%
,1999,1999,"Ontario County, NY",36069,All other non-drug and non-alcohol causes,O9,Female,F,432,50994,847.158,767.271,927.046,676.68,0.007%
,1999,1999,"Ontario County, NY",36069,All other non-drug and non-alcohol causes,O9,Male,M,421,48808,862.564,780.168,944.96,991.412,0.006%
,1999,1999,"Orange County, NY",36071,All other non-drug and non-alcohol causes,O9,Female,F,1325,167840,789.442,746.935,831.95,749.111,0.020%
,1999,1999,"Orange County, NY",36071,All other non-drug and non-alcohol causes,O9,Male,M,1218,168790,721.607,681.081,762.133,1051.558,0.019%
,1999,1999,"Orleans County, NY",36073,All other non-drug and non-alcohol causes,O9,Female,F,202,22239,908.314,783.053,1033.575,772.247,0.003%
,1999,1999,"Orleans County, NY",36073,All other non-drug and non-alcohol causes,O9,Male,M,205,21944,934.196,806.312,1062.08,1175.065,0.003%
,1999,1999,"Oswego County, NY",36075,All other non-drug and non-alcohol causes,O9,Female,F,506,61856,818.029,746.752,889.306,770.216,0.008%
,1999,1999,"Oswego County, NY",36075,All other non-drug and non-alcohol causes,O9,Male,M,542,60343,898.199,822.58,973.817,1265.13,0.008%
,1999,1999,"Otsego County, NY",36077,All other non-drug and non-alcohol causes,O9,Female,F,294,31904,921.515,816.177,1026.852,656.068,0.005%
,1999,1999,"Otsego County, NY",36077,All other non-drug and non-alcohol causes,O9,Male,M,298,29725,1002.523,888.697,1116.349,1032.038,0.005%
,1999,1999,"Putnam County, NY",36079,All other non-drug and non-alcohol causes,O9,Female,F,302,47420,636.862,565.033,708.691,686.813,0.005%
,1999,1999,"Putnam County, NY",36079,All other non-drug and non-alcohol causes,O9,Male,M,288,47227,609.821,539.39,680.251,966.394,0.004%
,1999,1999,"Queens County, NY",36081,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,21,1145487,1.833,1.135,2.802,1.787,0.000%
,1999,1999,"Queens County, NY",36081,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,89,1063488,8.369,6.721,10.298,7.899,0.001%
