Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,2008,2008,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,16,1678,Unreliable,545.02,1548.453,0.001%
,2008,2008,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,15,1310,Unreliable,640.866,1888.569,0.001%
,2008,2008,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,19,822,Unreliable,1391.646,3609.584,0.001%
,2008,2008,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,18,433,Unreliable,2463.714,6569.917,0.001%
,2008,2008,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,85+ years,85+,36,235,15319.149,10729.379,21208.136,0.001%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,2428,Unreliable,255.376,863.328,0.000%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,24,3080,779.221,499.262,1159.418,0.001%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,34,2708,1255.539,869.499,1754.49,0.001%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,57,1743,3270.224,2476.835,4236.967,0.002%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,61,1171,5209.223,3984.639,6691.455,0.002%
,2008,2008,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,85+ years,85+,75,500,15000,11798.4,18802.65,0.003%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,< 1 year,1,13,1484,Unreliable,466.441,1498.005,0.001%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,14,17370,Unreliable,44.064,135.231,0.001%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,19,14920,Unreliable,76.671,198.866,0.001%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,34,14946,227.486,157.541,317.888,0.001%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,120,17022,704.97,578.835,831.105,0.005%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,194,14313,1355.411,1164.678,1546.144,0.008%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,235,9182,2559.355,2232.126,2886.585,0.010%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,340,5605,6066.012,5421.22,6710.805,0.014%
,2008,2008,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,322,1758,18316.268,16315.646,20316.891,0.013%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,4487,Unreliable,187.104,551.376,0.001%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,35,5132,681.995,475.037,948.492,0.001%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,51,4613,1105.571,823.175,1453.627,0.002%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,97,3035,3196.046,2591.77,3898.921,0.004%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,115,1802,6381.798,5215.391,7548.205,0.005%
,2008,2008,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,111,809,13720.643,11168.123,16273.162,0.004%
,2008,2008,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,22,4013,548.218,343.563,830.008,0.001%
,2008,2008,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,43,3825,1124.183,813.571,1514.263,0.002%
,2008,2008,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,79,2749,2873.772,2275.194,3581.582,0.003%
,2008,2008,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,82,1315,6235.741,4959.472,7740.176,0.003%
,2008,2008,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,69,408,16911.765,13158.368,21402.853,0.003%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,5994,Unreliable,91.612,328.363,0.000%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,35,6126,571.335,397.958,794.59,0.001%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,71,5076,1398.739,1092.429,1764.314,0.003%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,100,3379,2959.455,2379.402,3539.509,0.004%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,112,1824,6140.351,5003.142,7277.56,0.005%
,2008,2008,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,92,578,15916.955,12831.294,19520.713,0.004%
,2008,2008,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,12,2159,Unreliable,287.194,970.894,0.000%
,2008,2008,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,26,1982,1311.806,856.911,1922.098,0.001%
,2008,2008,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,35,1386,2525.253,1758.939,3512.02,0.001%
,2008,2008,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,39,841,4637.337,3297.61,6339.378,0.002%
,2008,2008,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,37,291,12714.777,8952.347,17525.667,0.001%
,2008,2008,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,3935,508.259,310.46,784.966,0.001%
,2008,2008,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,38,3205,1185.647,839.035,1627.396,0.002%
,2008,2008,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,42,2256,1861.702,1341.747,2516.481,0.002%
,2008,2008,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,67,1277,5246.672,4066.118,6663.063,0.003%
,2008,2008,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,85+ years,85+,70,505,13861.386,10805.644,17513.03,0.003%
,2008,2008,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,15,1803,Unreliable,465.632,1372.171,0.001%
,2008,2008,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,31,1363,2274.395,1545.337,3228.321,0.001%
,2008,2008,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,38,793,4791.929,3391.057,6577.306,0.002%
,2008,2008,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,85+ years,85+,65,293,22184.3,17121.399,28275.666,0.003%
,2008,2008,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,10,2107,Unreliable,227.594,872.824,0.000%
,2008,2008,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,21,1972,1064.909,659.2,1627.83,0.001%
,2008,2008,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,40,1329,3009.782,2150.218,4098.48,0.002%
,2008,2008,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,42,711,5907.173,4257.359,7984.785,0.002%
,2008,2008,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,85+ years,85+,37,227,16299.559,11476.357,22466.824,0.001%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,6626,Unreliable,149.459,410.786,0.001%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,39,6603,590.641,420.005,807.423,0.002%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,54,5749,939.294,705.626,1225.572,0.002%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,82,3958,2071.753,1647.728,2571.585,0.003%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,127,2338,5431.993,4487.251,6376.736,0.005%
,2008,2008,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,85+ years,85+,146,819,17826.618,14934.949,20718.287,0.006%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,22,7337,299.85,187.913,453.976,0.001%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,49,8250,593.939,439.402,785.218,0.002%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,70,6997,1000.429,779.884,1263.982,0.003%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,133,5086,2615.022,2170.589,3059.454,0.005%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,183,3147,5815.062,4972.533,6657.591,0.007%
,2008,2008,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,85+ years,85+,178,1085,16405.53,13995.423,18815.637,0.007%
,2008,2008,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,10,2003,Unreliable,239.411,918.143,0.000%
,2008,2008,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,1880,1063.83,649.819,1643,0.001%
,2008,2008,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,35,1305,2681.992,1868.115,3730.008,0.001%
,2008,2008,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,30,802,3740.648,2523.815,5340,0.001%
,2008,2008,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,85+ years,85+,42,235,17872.34,12880.774,24158.221,0.002%
,2008,2008,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,13,1897,Unreliable,364.891,1171.871,0.001%
,2008,2008,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,1696,1179.245,720.318,1821.25,0.001%
,2008,2008,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,28,1097,2552.416,1696.055,3688.955,0.001%
,2008,2008,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,23,629,3656.598,2317.954,5486.688,0.001%
,2008,2008,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,85+ years,85+,31,189,16402.116,11144.418,23281.492,0.001%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,4666,Unreliable,117.685,421.819,0.000%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,37,5680,651.408,458.65,897.882,0.001%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,51,4891,1042.732,776.387,1371.004,0.002%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,81,3673,2205.282,1751.302,2740.967,0.003%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,134,2252,5950.266,4942.778,6957.755,0.005%
,2008,2008,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,85+ years,85+,158,890,17752.809,14984.627,20520.991,0.006%
,2008,2008,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,13,2078,Unreliable,333.108,1069.797,0.001%
,2008,2008,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,24,1853,1295.197,829.859,1927.149,0.001%
,2008,2008,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,30,1142,2626.97,1772.417,3750.158,0.001%
,2008,2008,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,55,744,7392.473,5569.046,9622.339,0.002%
,2008,2008,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,85+ years,85+,67,328,20426.829,15830.588,25941.256,0.003%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,< 1 year,1,11,1051,Unreliable,522.474,1872.7,0.000%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,12,10141,Unreliable,61.143,206.702,0.000%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,10585,Unreliable,93.559,257.144,0.001%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,96,11744,817.439,662.125,998.232,0.004%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,119,9982,1192.146,977.95,1406.342,0.005%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,168,7023,2392.14,2030.407,2753.873,0.007%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,252,4108,6134.372,5376.971,6891.773,0.010%
,2008,2008,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,85+ years,85+,261,1242,21014.493,18464.994,23563.991,0.011%
,2008,2008,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,41,6979,587.477,421.585,796.977,0.002%
,2008,2008,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,64,5616,1139.601,877.63,1455.248,0.003%
,2008,2008,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,93,3838,2423.137,1955.787,2968.513,0.004%
,2008,2008,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,117,2201,5315.766,4352.538,6278.993,0.005%
,2008,2008,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,85+ years,85+,104,693,15007.215,12122.921,17891.509,0.004%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,< 1 year,1,10,710,Unreliable,675.408,2590.197,0.000%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,4928,Unreliable,125.822,425.357,0.000%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,22,5313,414.079,259.499,626.919,0.001%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,63,6633,949.796,729.852,1215.198,0.003%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,97,5265,1842.355,1494.021,2247.526,0.004%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,81,3407,2377.458,1888.035,2954.967,0.003%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,155,1966,7884.028,6642.838,9125.219,0.006%
,2008,2008,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,85+ years,85+,103,714,14425.77,11639.8,17211.741,0.004%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,25,9650,259.067,167.655,382.435,0.001%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,58,9624,602.66,457.624,779.077,0.002%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,103,8222,1252.737,1010.802,1494.671,0.004%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,128,5523,2317.581,1916.081,2719.081,0.005%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,192,3082,6229.721,5348.522,7110.92,0.008%
,2008,2008,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,85+ years,85+,173,1007,17179.742,14619.685,19739.799,0.007%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,10860,Unreliable,44.157,169.341,0.000%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,10256,Unreliable,46.757,179.314,0.000%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,23,11838,194.29,123.162,291.53,0.001%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,59,11798,500.085,380.69,645.074,0.002%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,90,8818,1020.64,820.717,1254.54,0.004%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,136,5406,2515.723,2092.909,2938.537,0.006%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,168,2719,6178.742,5244.41,7113.075,0.007%
,2008,2008,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,85+ years,85+,131,908,14427.313,11956.693,16897.932,0.005%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,11,4830,Unreliable,113.689,407.496,0.000%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,5184,Unreliable,161.947,477.242,0.001%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,37,5481,675.059,475.302,930.481,0.001%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,55,4659,1180.511,889.326,1536.6,0.002%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,67,3182,2105.594,1631.814,2674.02,0.003%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,128,1825,7013.699,5798.637,8228.76,0.005%
,2008,2008,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,85+ years,85+,87,589,14770.798,11830.818,18219.779,0.004%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,< 1 year,1,19,1338,Unreliable,854.957,2217.547,0.001%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,18,13317,Unreliable,80.107,213.62,0.001%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,15,12244,Unreliable,68.567,202.06,0.001%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,36,14016,256.849,179.895,355.587,0.001%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,107,14949,715.767,580.143,851.391,0.004%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,185,13463,1374.137,1176.121,1572.152,0.007%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,241,8869,2717.33,2374.254,3060.406,0.010%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,375,5623,6669.038,5994.038,7344.038,0.015%
,2008,2008,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,85+ years,85+,368,1904,19327.731,17352.977,21302.485,0.015%
,2008,2008,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,18,2560,Unreliable,416.714,1111.24,0.001%
,2008,2008,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,2384,838.926,512.441,1295.654,0.001%
,2008,2008,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,48,1726,2780.997,2050.484,3687.184,0.002%
,2008,2008,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,55,1020,5392.157,4062.127,7018.647,0.002%
,2008,2008,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,85+ years,85+,65,328,19817.073,15294.421,25258.445,0.003%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,4171,Unreliable,131.652,471.879,0.000%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,29,4251,682.192,456.878,979.744,0.001%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,46,3598,1278.488,936.019,1705.324,0.002%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,90,2688,3348.214,2692.366,4115.525,0.004%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,113,1589,7111.391,5800.183,8422.598,0.005%
,2008,2008,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,85+ years,85+,90,469,19189.765,15430.874,23587.484,0.004%
,2008,2008,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,3911,Unreliable,214.66,632.581,0.001%
,2008,2008,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,34,3557,955.862,661.963,1335.721,0.001%
,2008,2008,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,56,2605,2149.712,1623.871,2791.573,0.002%
,2008,2008,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,83,1526,5439.056,4332.154,6742.526,0.003%
,2008,2008,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,85+ years,85+,86,502,17131.474,13702.952,21157.199,0.003%
,2008,2008,"Greene County, AL",1063,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,1256,1592.357,972.659,2459.268,0.001%
