Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Race,Race Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
,1999,1999,"Humboldt County, CA",6023,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,22,113864,19.321,12.108,29.253,18.511,11.601,28.025,0.013%
,1999,1999,"Imperial County, CA",6025,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,128110,Unreliable,7.139,20.282,Unreliable,7.624,21.659,0.010%
,1999,1999,"Kern County, CA",6029,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,65,571327,11.377,8.781,14.501,12.201,9.396,15.58,0.039%
,1999,1999,"Los Angeles County, CA",6037,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,94,1015375,9.258,7.481,11.329,9.925,8.011,12.159,0.056%
,1999,1999,"Los Angeles County, CA",6037,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,498,7084585,7.029,6.412,7.647,7.289,6.642,7.936,0.298%
,1999,1999,"Marin County, CA",6041,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,223184,Unreliable,2.149,8.24,Unreliable,1.829,7.593,0.006%
,1999,1999,"Monterey County, CA",6053,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,31,341140,9.087,6.174,12.899,9.968,6.773,14.149,0.019%
,1999,1999,"Orange County, CA",6059,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,153,2322172,6.589,5.545,7.633,6.502,5.466,7.537,0.092%
,1999,1999,"Riverside County, CA",6065,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,11,104763,Unreliable,5.242,18.787,Unreliable,6.047,21.675,0.007%
,1999,1999,"Riverside County, CA",6065,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,88,1310823,6.713,5.384,8.271,7.352,5.889,9.069,0.053%
,1999,1999,"Sacramento County, CA",6067,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,65,898326,7.236,5.584,9.222,7.096,5.477,9.045,0.039%
,1999,1999,"San Bernardino County, CA",6071,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,26,1390574,1.87,1.221,2.74,2.035,1.329,2.982,0.016%
,1999,1999,"San Diego County, CA",6073,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,21,184843,11.361,7.033,17.367,12.623,7.6,19.713,0.013%
,1999,1999,"San Diego County, CA",6073,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,170,2286329,7.436,6.318,8.553,7.49,6.357,8.623,0.102%
,1999,1999,"San Francisco County, CA",6075,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,32,67198,47.62,32.572,67.226,45.793,31.322,64.646,0.019%
,1999,1999,"San Francisco County, CA",6075,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,100,450445,22.2,17.849,26.552,19.741,15.737,23.745,0.060%
,1999,1999,"San Joaquin County, CA",6077,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,44,428605,10.266,7.459,13.781,10.744,7.807,14.424,0.026%
,1999,1999,"San Luis Obispo County, CA",6079,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,20,226773,8.819,5.387,13.621,8.925,5.451,13.783,0.012%
,1999,1999,"San Mateo County, CA",6081,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,28,510850,5.481,3.642,7.922,5.386,3.579,7.784,0.017%
,1999,1999,"Santa Barbara County, CA",6083,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,33,359218,9.187,6.324,12.901,9.518,6.551,13.366,0.020%
,1999,1999,"Santa Clara County, CA",6085,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,52,1155392,4.501,3.361,5.902,4.295,3.198,5.647,0.031%
,1999,1999,"Shasta County, CA",6089,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,18,151327,Unreliable,7.05,18.799,Unreliable,7.588,20.234,0.011%
,1999,1999,"Solano County, CA",6095,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,260935,Unreliable,1.838,7.048,Unreliable,1.795,6.884,0.006%
,1999,1999,"Sonoma County, CA",6097,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,36,420293,8.565,5.999,11.858,7.995,5.6,11.069,0.022%
,1999,1999,"Stanislaus County, CA",6099,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,39,393298,9.916,7.051,13.556,10.455,7.434,14.292,0.023%
,1999,1999,"Tulare County, CA",6107,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,28,334642,8.367,5.56,12.093,9.271,6.16,13.399,0.017%
,1999,1999,"Ventura County, CA",6111,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,52,668337,7.781,5.811,10.203,7.817,5.838,10.251,0.031%
,1999,1999,"Yuba County, CA",6115,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,50350,Unreliable,10.906,39.091,Unreliable,11.671,41.833,0.007%
,1999,1999,"Adams County, CO",8001,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,20,323279,6.187,3.779,9.555,6.1,3.672,9.525,0.012%
,1999,1999,"Arapahoe County, CO",8005,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,416663,Unreliable,2.195,6.236,Unreliable,2.01,5.71,0.010%
,1999,1999,"Boulder County, CO",8013,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,270806,Unreliable,2.028,7.268,Unreliable,1.743,6.247,0.007%
,1999,1999,"Denver County, CO",8031,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,16,67655,Unreliable,13.518,38.405,Unreliable,14.118,40.111,0.010%
,1999,1999,"Denver County, CO",8031,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,67,453801,14.764,11.442,18.75,14.215,10.971,18.118,0.040%
,1999,1999,"El Paso County, CO",8041,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,17,447623,Unreliable,2.212,6.081,Unreliable,2.249,6.389,0.010%
,1999,1999,"Jefferson County, CO",8059,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,499380,Unreliable,0.96,3.683,Unreliable,0.911,3.492,0.006%
,1999,1999,"Fairfield County, CT",9001,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,39,747786,5.215,3.709,7.13,5.357,3.791,7.353,0.023%
,1999,1999,"Hartford County, CT",9003,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,16,111007,Unreliable,8.239,23.407,Unreliable,8.425,23.937,0.010%
,1999,1999,"Hartford County, CT",9003,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,56,716711,7.813,5.902,10.146,7.721,5.817,10.05,0.034%
,1999,1999,"Litchfield County, CT",9005,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,176382,Unreliable,4.339,13.317,Unreliable,3.999,12.274,0.008%
,1999,1999,"New Haven County, CT",9009,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,15,101316,Unreliable,8.286,24.419,Unreliable,8.661,26.582,0.009%
,1999,1999,"New Haven County, CT",9009,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,44,696347,6.319,4.591,8.483,6.195,4.501,8.317,0.026%
,1999,1999,"New London County, CT",9011,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,17,232892,Unreliable,4.252,11.687,Unreliable,4.154,11.419,0.010%
,1999,1999,"New Castle County, DE",10003,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,32,378967,8.444,5.776,11.92,8.207,5.614,11.586,0.019%
,1999,1999,"District of Columbia, DC",11001,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,41,354021,11.581,8.311,15.711,11.84,8.496,16.062,0.025%
,1999,1999,"Brevard County, FL",12009,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,12,420295,Unreliable,1.475,4.987,Unreliable,1.486,5.325,0.007%
,1999,1999,"Broward County, FL",12011,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,57,1201482,4.744,3.593,6.147,4.811,3.625,6.263,0.034%
,1999,1999,"Duval County, FL",12031,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,10,218494,Unreliable,2.195,8.417,Unreliable,2.566,9.84,0.006%
,1999,1999,"Duval County, FL",12031,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,43,528680,8.133,5.886,10.956,7.798,5.643,10.503,0.026%
,1999,1999,"Escambia County, FL",12033,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,219177,Unreliable,4.173,11.855,Unreliable,4.179,11.874,0.010%
,1999,1999,"Hillsborough County, FL",12057,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,52,801974,6.484,4.843,8.503,6.298,4.704,8.259,0.031%
,1999,1999,"Lee County, FL",12071,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,28,395991,7.071,4.699,10.219,8.624,5.683,12.547,0.017%
,1999,1999,"Manatee County, FL",12081,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,233478,Unreliable,2.054,7.877,Unreliable,2.504,9.601,0.006%
,1999,1999,"Miami-Dade County, FL",12086,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,12,482192,Unreliable,1.286,4.347,Unreliable,1.412,5.415,0.007%
,1999,1999,"Miami-Dade County, FL",12086,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,53,1694152,3.128,2.343,4.092,3.133,2.347,4.098,0.032%
,1999,1999,"Monroe County, FL",12087,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,21,74766,28.088,17.387,42.935,22.234,13.581,34.338,0.013%
,1999,1999,"Orange County, FL",12095,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,48,668755,7.178,5.292,9.516,6.744,4.955,8.968,0.029%
,1999,1999,"Palm Beach County, FL",12099,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,41,929281,4.412,3.166,5.985,5.013,3.598,6.801,0.025%
,1999,1999,"Pasco County, FL",12101,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,324939,Unreliable,2.13,6.841,Unreliable,2.541,8.589,0.008%
,1999,1999,"Pinellas County, FL",12103,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,36,809227,4.449,3.116,6.159,5.03,3.483,7.029,0.022%
,1999,1999,"Polk County, FL",12105,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,403440,Unreliable,1.897,5.822,Unreliable,2.019,6.198,0.008%
,1999,1999,"St. Lucie County, FL",12111,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,156761,Unreliable,3.059,11.731,Unreliable,3.647,13.986,0.006%
,1999,1999,"Sarasota County, FL",12115,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,305110,Unreliable,2.509,7.699,Unreliable,3.106,9.975,0.008%
,1999,1999,"Seminole County, FL",12117,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,312672,Unreliable,2.925,8.31,Unreliable,2.946,8.37,0.010%
,1999,1999,"Volusia County, FL",12127,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,24,389664,6.159,3.946,9.164,6.439,4.082,9.662,0.014%
,1999,1999,"Cobb County, GA",13067,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,458049,Unreliable,1.833,5.401,Unreliable,1.745,5.142,0.009%
,1999,1999,"Fulton County, GA",13121,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,20,369214,5.417,3.309,8.366,5.839,3.566,9.017,0.012%
,1999,1999,"Fulton County, GA",13121,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,411211,Unreliable,2.042,6.016,Unreliable,1.781,5.248,0.009%
,1999,1999,"Honolulu County, HI",15003,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,232729,Unreliable,3.289,10.093,Unreliable,3.152,9.674,0.008%
,1999,1999,"Ada County, ID",16001,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,14,283236,Unreliable,2.702,8.293,Unreliable,2.656,8.15,0.008%
,1999,1999,"Cook County, IL",17031,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,244,1437287,16.976,14.846,19.107,18.276,15.972,20.58,0.146%
,1999,1999,"Cook County, IL",17031,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,261,3630170,7.19,6.317,8.062,7.148,6.277,8.02,0.156%
,1999,1999,"DuPage County, IL",17043,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,23,795519,2.891,1.833,4.338,2.945,1.867,4.42,0.014%
,1999,1999,"Kane County, IL",17089,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,361709,Unreliable,1.518,5.441,Unreliable,1.491,5.345,0.007%
,1999,1999,"Lake County, IL",17097,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,557635,Unreliable,1.506,4.437,Unreliable,1.451,4.275,0.009%
,1999,1999,"McHenry County, IL",17111,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,249383,Unreliable,2.202,7.892,Unreliable,2.207,7.911,0.007%
,1999,1999,"Madison County, IL",17119,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,236715,Unreliable,2.026,7.769,Unreliable,2.036,7.807,0.006%
,1999,1999,"Will County, IL",17197,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,420524,Unreliable,2.175,6.179,Unreliable,2.034,5.778,0.010%
,1999,1999,"Johnson County, KS",20091,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,416019,Unreliable,1.32,4.731,Unreliable,1.239,4.442,0.007%
,1999,1999,"Sedgwick County, KS",20173,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,385155,Unreliable,1.797,5.772,Unreliable,1.839,5.908,0.008%
,1999,1999,"Jefferson County, KY",21111,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,25,546783,4.572,2.959,6.749,4.387,2.839,6.476,0.015%
,1999,1999,"Kenton County, KY",21117,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,143690,Unreliable,3.337,12.799,Unreliable,3.259,12.497,0.006%
,1999,1999,"East Baton Rouge Parish, LA",22033,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,237027,Unreliable,2.317,8.304,Unreliable,2.317,8.306,0.007%
,1999,1999,"Jefferson Parish, LA",22051,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,29,335802,8.636,5.784,12.403,8.265,5.535,11.87,0.017%
,1999,1999,"Middlesex County, MA",25017,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,1307243,Unreliable,0.42,1.506,Unreliable,0.382,1.369,0.007%
,1999,1999,"Genesee County, MI",26049,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,335633,Unreliable,2.501,7.371,Unreliable,2.447,7.21,0.009%
,1999,1999,"Kent County, MI",26081,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,498403,Unreliable,0.962,3.69,Unreliable,0.947,3.634,0.006%
,1999,1999,"Wayne County, MI",26163,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,38,888405,4.277,3.027,5.871,4.84,3.425,6.643,0.023%
,1999,1999,"Wayne County, MI",26163,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,57,1134502,5.024,3.805,6.509,4.952,3.751,6.416,0.034%
,1999,1999,"Hennepin County, MN",27053,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,17,933814,Unreliable,1.061,2.915,Unreliable,1.006,2.764,0.010%
,1999,1999,"Greene County, MO",29077,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,228042,Unreliable,2.103,8.064,Unreliable,2.092,8.024,0.006%
,1999,1999,"Jackson County, MO",29095,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,22,482453,4.56,2.858,6.904,4.393,2.753,6.652,0.013%
,1999,1999,"St. Louis County, MO",29189,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,24,796011,3.015,1.932,4.486,3.127,2.003,4.652,0.014%
,1999,1999,"St. Louis city, MO",29510,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,18,181911,Unreliable,5.864,15.638,Unreliable,6.545,17.455,0.011%
,1999,1999,"St. Louis city, MO",29510,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,159730,Unreliable,4.334,13.917,Unreliable,4.14,13.295,0.008%
,1999,1999,"Douglas County, NE",31055,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,11,393383,Unreliable,1.396,5.003,Unreliable,1.41,5.053,0.007%
,1999,1999,"Clark County, NV",32003,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,103,1094449,9.411,7.594,11.229,9.194,7.41,10.977,0.062%
,1999,1999,"Washoe County, NV",32031,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,300342,Unreliable,2.795,8.237,Unreliable,2.708,7.981,0.009%
,1999,1999,"Hillsborough County, NH",33011,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,362116,Unreliable,1.912,6.139,Unreliable,1.778,5.711,0.008%
,1999,1999,"Atlantic County, NJ",34001,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,23,188508,12.201,7.734,18.308,11.996,7.604,18,0.014%
,1999,1999,"Bergen County, NJ",34003,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,24,732390,3.277,2.1,4.876,3.298,2.113,4.907,0.014%
,1999,1999,"Burlington County, NJ",34005,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,21,339517,6.185,3.829,9.455,6.275,3.884,9.592,0.013%
,1999,1999,"Camden County, NJ",34007,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,27,388609,6.948,4.579,10.109,6.808,4.486,9.905,0.016%
,1999,1999,"Essex County, NJ",34013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,38,344689,11.024,7.802,15.132,11.126,7.834,15.336,0.023%
,1999,1999,"Essex County, NJ",34013,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,25,410632,6.088,3.94,8.987,6.041,3.91,8.918,0.015%
,1999,1999,"Gloucester County, NJ",34015,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,223743,Unreliable,2.143,8.219,Unreliable,2.078,7.968,0.006%
,1999,1999,"Hudson County, NJ",34017,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,24,443903,5.407,3.464,8.045,5.467,3.503,8.134,0.014%
,1999,1999,"Mercer County, NJ",34021,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,12,256831,Unreliable,2.414,8.162,Unreliable,2.353,7.956,0.007%
,1999,1999,"Middlesex County, NJ",34023,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,55,563371,9.763,7.355,12.707,9.559,7.201,12.443,0.033%
,1999,1999,"Monmouth County, NJ",34025,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,18,531373,Unreliable,2.008,5.354,Unreliable,2.009,5.521,0.011%
,1999,1999,"Morris County, NJ",34027,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,12,422578,Unreliable,1.467,4.96,Unreliable,1.5,5.072,0.007%
,1999,1999,"Ocean County, NJ",34029,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,26,479704,5.42,3.541,7.942,6.317,4.126,9.255,0.016%
,1999,1999,"Passaic County, NJ",34031,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,387959,Unreliable,2.164,6.377,Unreliable,2.17,6.394,0.009%
,1999,1999,"Union County, NJ",34039,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,25,382822,6.53,4.226,9.64,6.422,4.156,9.481,0.015%
,1999,1999,"Bernalillo County, NM",35001,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,89,495289,17.969,14.431,22.113,17.344,13.91,21.368,0.053%
,1999,1999,"Chaves County, NM",35005,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,10,59233,Unreliable,8.096,31.048,Unreliable,9.162,35.136,0.006%
,1999,1999,"Dona Ana County, NM",35013,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,165340,Unreliable,4.187,13.445,Unreliable,4.26,14.401,0.008%
,1999,1999,"Rio Arriba County, NM",35039,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,21,34536,60.806,37.64,92.949,61.338,37.969,93.761,0.013%
,1999,1999,"Santa Fe County, NM",35049,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,23,120666,19.061,12.083,28.601,18.176,11.522,27.273,0.014%
,1999,1999,"Valencia County, NM",35061,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,61120,Unreliable,14.963,42.512,Unreliable,15.098,42.895,0.010%
,1999,1999,"Bronx County, NY",36005,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,39,583356,6.685,4.754,9.139,7.371,5.216,10.117,0.023%
,1999,1999,"Bronx County, NY",36005,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,86,667421,12.885,10.307,15.913,14.37,11.478,17.768,0.052%
,1999,1999,"Kings County, NY",36047,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,96,980848,9.787,7.928,11.952,10.416,8.427,12.733,0.058%
,1999,1999,"Kings County, NY",36047,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,126,1254816,10.041,8.288,11.795,10.35,8.528,12.171,0.075%
,1999,1999,"Nassau County, NY",36059,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,27,1117264,2.417,1.593,3.516,2.464,1.624,3.585,0.016%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,47,343553,13.681,10.052,18.192,14.175,10.415,18.85,0.028%
,1999,1999,"New York County, NY",36061,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,112,1027738,10.898,8.879,12.916,9.729,7.898,11.559,0.067%
,1999,1999,"Queens County, NY",36081,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,26,503180,5.167,3.375,7.571,5.086,3.322,7.452,0.016%
,1999,1999,"Queens County, NY",36081,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,82,1264042,6.487,5.159,8.052,6.417,5.096,7.976,0.049%
,1999,1999,"Richmond County, NY",36085,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,363353,Unreliable,2.517,7.151,Unreliable,2.422,6.882,0.010%
,1999,1999,"Suffolk County, NY",36103,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,37,1254654,2.949,2.076,4.065,2.956,2.081,4.075,0.022%
,1999,1999,"Westchester County, NY",36119,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,12,727640,Unreliable,0.852,2.881,Unreliable,0.852,2.881,0.007%
,1999,1999,"Gaston County, NC",37071,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,15,160193,Unreliable,5.241,15.444,Unreliable,4.982,14.682,0.009%
,1999,1999,"Guilford County, NC",37081,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,16,279966,Unreliable,3.267,9.281,Unreliable,3.146,8.939,0.010%
,1999,1999,"Mecklenburg County, NC",37119,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,12,463331,Unreliable,1.338,4.524,Unreliable,1.372,4.637,0.007%
,1999,1999,"Wake County, NC",37183,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,13,464341,Unreliable,1.491,4.788,Unreliable,1.401,4.736,0.008%
,1999,1999,"Cuyahoga County, OH",39035,Drug poisonings (overdose) Unintentional (X40-X44),D1,Black or African American,2054-5,26,391785,6.636,4.335,9.724,7.351,4.802,10.771,0.016%
,1999,1999,"Cuyahoga County, OH",39035,Drug poisonings (overdose) Unintentional (X40-X44),D1,White,2106-3,32,977205,3.275,2.24,4.623,3.26,2.23,4.602,0.019%
