Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Gender,Gender Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,% of Total Deaths
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,Male,M,213,24349,874.779,757.299,992.259,1207.615,0.003%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,Female,F,275,25475,1079.49,951.902,1207.077,873.391,0.004%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,Male,M,282,21247,1327.246,1172.335,1482.157,1573.995,0.004%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,Female,F,331,32533,1017.428,907.82,1127.037,783.39,0.004%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,Male,M,333,31060,1072.118,956.965,1187.272,1262.535,0.004%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,Female,F,328,31911,1027.859,916.621,1139.097,967.563,0.004%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,Male,M,272,32757,830.357,731.675,929.039,1164.335,0.003%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,Female,F,239,18928,1262.68,1102.595,1422.765,952.407,0.003%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,Male,M,197,19408,1015.045,873.3,1156.791,1177.563,0.003%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,Female,F,682,54288,1256.263,1161.978,1350.548,910.761,0.009%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,Male,M,556,49714,1118.397,1025.433,1211.361,1187.658,0.007%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,Female,F,122,9561,1276.017,1049.588,1502.446,855.584,0.002%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,Male,M,104,8935,1163.962,940.256,1387.668,1173.702,0.001%
,1999,1999,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,Female,F,199,15918,1250.157,1076.459,1423.855,937.121,0.003%
,1999,1999,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,Male,M,202,15245,1325.025,1142.297,1507.752,1520.608,0.003%
,1999,1999,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,Female,F,157,13144,1194.461,1007.618,1381.305,811.47,0.002%
,1999,1999,"Geneva County, AL",1061,All other non-drug and non-alcohol causes,O9,Male,M,154,12441,1237.843,1042.336,1433.349,1278.533,0.002%
,1999,1999,"Greene County, AL",1063,All other non-drug and non-alcohol causes,O9,Female,F,58,5312,1091.867,829.099,1411.49,827.807,0.001%
,1999,1999,"Greene County, AL",1063,All other non-drug and non-alcohol causes,O9,Male,M,60,4692,1278.772,975.844,1646.036,1348.083,0.001%
,1999,1999,"Hale County, AL",1065,All other non-drug and non-alcohol causes,O9,Female,F,112,8987,1246.245,1015.437,1477.052,961.474,0.001%
,1999,1999,"Hale County, AL",1065,All other non-drug and non-alcohol causes,O9,Male,M,96,7995,1200.75,972.608,1466.32,1387.203,0.001%
,1999,1999,"Henry County, AL",1067,All other non-drug and non-alcohol causes,O9,Female,F,94,8482,1108.229,895.56,1356.195,766.163,0.001%
,1999,1999,"Henry County, AL",1067,All other non-drug and non-alcohol causes,O9,Male,M,103,7647,1346.933,1086.808,1607.059,1354.707,0.001%
,1999,1999,"Houston County, AL",1069,All other non-drug and non-alcohol causes,O9,Female,F,419,46355,903.894,817.344,990.444,729.069,0.005%
,1999,1999,"Houston County, AL",1069,All other non-drug and non-alcohol causes,O9,Male,M,431,41901,1028.615,931.504,1125.726,1222.012,0.006%
,1999,1999,"Jackson County, AL",1071,All other non-drug and non-alcohol causes,O9,Female,F,269,27424,980.893,863.673,1098.113,836.429,0.003%
,1999,1999,"Jackson County, AL",1071,All other non-drug and non-alcohol causes,O9,Male,M,273,26009,1049.637,925.124,1174.149,1211.746,0.003%
,1999,1999,"Jefferson County, AL",1073,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,11,350683,Unreliable,1.566,5.612,Unreliable,0.000%
,1999,1999,"Jefferson County, AL",1073,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,14,312162,Unreliable,2.452,7.525,Unreliable,0.000%
,1999,1999,"Jefferson County, AL",1073,All other alcohol-induced causes,A9,Female,F,14,350683,Unreliable,2.183,6.698,Unreliable,0.000%
,1999,1999,"Jefferson County, AL",1073,All other alcohol-induced causes,A9,Male,M,53,312162,16.978,12.718,22.208,17.492,0.001%
,1999,1999,"Jefferson County, AL",1073,All other non-drug and non-alcohol causes,O9,Female,F,3846,350683,1096.717,1062.056,1131.378,862.704,0.049%
,1999,1999,"Jefferson County, AL",1073,All other non-drug and non-alcohol causes,O9,Male,M,3469,312162,1111.282,1074.301,1148.263,1304.734,0.044%
,1999,1999,"Lamar County, AL",1075,All other non-drug and non-alcohol causes,O9,Female,F,78,8232,947.522,748.978,1182.555,671.611,0.001%
,1999,1999,"Lamar County, AL",1075,All other non-drug and non-alcohol causes,O9,Male,M,96,7657,1253.755,1015.541,1531.048,1255.659,0.001%
,1999,1999,"Lauderdale County, AL",1077,All other non-drug and non-alcohol causes,O9,Female,F,421,45704,921.145,833.153,1009.137,699.936,0.005%
,1999,1999,"Lauderdale County, AL",1077,All other non-drug and non-alcohol causes,O9,Male,M,410,41886,978.847,884.097,1073.597,1061.839,0.005%
,1999,1999,"Lawrence County, AL",1079,All other non-drug and non-alcohol causes,O9,Female,F,142,17599,806.864,674.151,939.577,728.768,0.002%
,1999,1999,"Lawrence County, AL",1079,All other non-drug and non-alcohol causes,O9,Male,M,191,16938,1127.642,967.719,1287.565,1507.934,0.002%
,1999,1999,"Lee County, AL",1081,All other non-drug and non-alcohol causes,O9,Female,F,339,57312,591.499,528.533,654.466,739.6,0.004%
,1999,1999,"Lee County, AL",1081,All other non-drug and non-alcohol causes,O9,Male,M,358,55586,644.047,577.331,710.763,1220.412,0.005%
,1999,1999,"Limestone County, AL",1083,All other non-drug and non-alcohol causes,O9,Female,F,282,31965,882.215,779.246,985.184,835.236,0.004%
,1999,1999,"Limestone County, AL",1083,All other non-drug and non-alcohol causes,O9,Male,M,255,32915,774.723,679.633,869.812,1164.34,0.003%
,1999,1999,"Lowndes County, AL",1085,All other non-drug and non-alcohol causes,O9,Female,F,68,7116,955.593,742.056,1211.444,916.872,0.001%
,1999,1999,"Lowndes County, AL",1085,All other non-drug and non-alcohol causes,O9,Male,M,60,6245,960.769,733.172,1236.701,1120.124,0.001%
,1999,1999,"Macon County, AL",1087,All other non-drug and non-alcohol causes,O9,Female,F,127,13019,975.497,805.837,1145.158,812.664,0.002%
,1999,1999,"Macon County, AL",1087,All other non-drug and non-alcohol causes,O9,Male,M,131,11066,1183.806,981.084,1386.528,1260.855,0.002%
,1999,1999,"Madison County, AL",1089,All other non-drug and non-alcohol causes,O9,Female,F,1011,140594,719.092,674.765,763.418,766.483,0.013%
,1999,1999,"Madison County, AL",1089,All other non-drug and non-alcohol causes,O9,Male,M,992,134098,739.757,693.722,785.793,1071.311,0.013%
,1999,1999,"Marengo County, AL",1091,All other non-drug and non-alcohol causes,O9,Female,F,135,11965,1128.291,937.96,1318.622,856.75,0.002%
,1999,1999,"Marengo County, AL",1091,All other non-drug and non-alcohol causes,O9,Male,M,135,10554,1279.136,1063.359,1494.913,1384.013,0.002%
,1999,1999,"Marion County, AL",1093,All other non-drug and non-alcohol causes,O9,Female,F,176,15801,1113.854,949.292,1278.415,773.645,0.002%
,1999,1999,"Marion County, AL",1093,All other non-drug and non-alcohol causes,O9,Male,M,209,15463,1351.614,1168.367,1534.86,1416.523,0.003%
,1999,1999,"Marshall County, AL",1095,All other non-drug and non-alcohol causes,O9,Female,F,452,42270,1069.316,970.735,1167.897,849.436,0.006%
,1999,1999,"Marshall County, AL",1095,All other non-drug and non-alcohol causes,O9,Male,M,465,39722,1170.636,1064.234,1277.038,1351.588,0.006%
,1999,1999,"Mobile County, AL",1097,Drug poisonings (overdose) Unintentional (X40-X44),D1,Female,F,10,208620,Unreliable,2.299,8.815,Unreliable,0.000%
,1999,1999,"Mobile County, AL",1097,Drug poisonings (overdose) Unintentional (X40-X44),D1,Male,M,10,190703,Unreliable,2.515,9.643,Unreliable,0.000%
,1999,1999,"Mobile County, AL",1097,All other alcohol-induced causes,A9,Male,M,17,190703,Unreliable,5.193,14.273,Unreliable,0.000%
,1999,1999,"Mobile County, AL",1097,All other non-drug and non-alcohol causes,O9,Female,F,1891,208620,906.433,865.578,947.288,837.26,0.024%
,1999,1999,"Mobile County, AL",1097,All other non-drug and non-alcohol causes,O9,Male,M,1920,190703,1006.801,961.766,1051.836,1274.627,0.025%
,1999,1999,"Monroe County, AL",1099,All other non-drug and non-alcohol causes,O9,Female,F,136,12801,1062.417,883.858,1240.976,820.759,0.002%
,1999,1999,"Monroe County, AL",1099,All other non-drug and non-alcohol causes,O9,Male,M,127,11639,1091.159,901.383,1280.935,1237.107,0.002%
,1999,1999,"Montgomery County, AL",1101,All other non-drug and non-alcohol causes,O9,Female,F,1107,117212,944.443,888.806,1000.079,843.353,0.014%
,1999,1999,"Montgomery County, AL",1101,All other non-drug and non-alcohol causes,O9,Male,M,977,106336,918.786,861.172,976.399,1258.416,0.012%
,1999,1999,"Morgan County, AL",1103,All other non-drug and non-alcohol causes,O9,Female,F,509,56469,901.38,823.072,979.687,805.421,0.007%
,1999,1999,"Morgan County, AL",1103,All other non-drug and non-alcohol causes,O9,Male,M,509,54201,939.097,857.513,1020.682,1200.702,0.007%
,1999,1999,"Perry County, AL",1105,All other non-drug and non-alcohol causes,O9,Female,F,79,6518,1212.028,959.575,1510.551,891.354,0.001%
,1999,1999,"Perry County, AL",1105,All other non-drug and non-alcohol causes,O9,Male,M,71,5483,1294.912,1011.339,1633.35,1414.987,0.001%
,1999,1999,"Pickens County, AL",1107,All other non-drug and non-alcohol causes,O9,Female,F,106,11201,946.344,766.187,1126.502,681.812,0.001%
,1999,1999,"Pickens County, AL",1107,All other non-drug and non-alcohol causes,O9,Male,M,129,9835,1311.642,1085.294,1537.99,1373.17,0.002%
,1999,1999,"Pike County, AL",1109,All other non-drug and non-alcohol causes,O9,Female,F,155,15578,994.993,838.35,1151.636,811.818,0.002%
,1999,1999,"Pike County, AL",1109,All other non-drug and non-alcohol causes,O9,Male,M,154,13891,1108.631,933.533,1283.73,1384.11,0.002%
,1999,1999,"Randolph County, AL",1111,All other non-drug and non-alcohol causes,O9,Female,F,136,11404,1192.564,992.131,1392.997,820.022,0.002%
,1999,1999,"Randolph County, AL",1111,All other non-drug and non-alcohol causes,O9,Male,M,137,10668,1284.214,1069.167,1499.261,1308.763,0.002%
,1999,1999,"Russell County, AL",1113,All other non-drug and non-alcohol causes,O9,Female,F,284,26119,1087.331,960.869,1213.793,939.445,0.004%
,1999,1999,"Russell County, AL",1113,All other non-drug and non-alcohol causes,O9,Male,M,264,23863,1106.315,972.861,1239.77,1399.345,0.003%
,1999,1999,"St. Clair County, AL",1115,All other non-drug and non-alcohol causes,O9,Female,F,280,31553,887.396,783.453,991.339,849.052,0.004%
,1999,1999,"St. Clair County, AL",1115,All other non-drug and non-alcohol causes,O9,Male,M,308,32097,959.591,852.423,1066.76,1282.194,0.004%
,1999,1999,"Shelby County, AL",1117,All other non-drug and non-alcohol causes,O9,Female,F,423,71614,590.667,534.377,646.956,781.239,0.005%
,1999,1999,"Shelby County, AL",1117,All other non-drug and non-alcohol causes,O9,Male,M,423,68888,614.04,555.523,672.557,1081.748,0.005%
,1999,1999,"Sumter County, AL",1119,All other non-drug and non-alcohol causes,O9,Female,F,97,8088,1199.308,972.555,1463.059,987.872,0.001%
,1999,1999,"Sumter County, AL",1119,All other non-drug and non-alcohol causes,O9,Male,M,90,6888,1306.62,1050.679,1606.058,1483.675,0.001%
,1999,1999,"Talladega County, AL",1121,All other non-drug and non-alcohol causes,O9,Female,F,416,40881,1017.588,919.801,1115.375,865.637,0.005%
,1999,1999,"Talladega County, AL",1121,All other non-drug and non-alcohol causes,O9,Male,M,469,39090,1199.795,1091.209,1308.382,1429.165,0.006%
,1999,1999,"Tallapoosa County, AL",1123,All other non-drug and non-alcohol causes,O9,Female,F,252,21871,1152.211,1009.949,1294.472,778.823,0.003%
,1999,1999,"Tallapoosa County, AL",1123,All other non-drug and non-alcohol causes,O9,Male,M,259,19778,1309.536,1150.049,1469.022,1280.504,0.003%
,1999,1999,"Tuscaloosa County, AL",1125,All other non-drug and non-alcohol causes,O9,Female,F,760,85252,891.475,828.094,954.856,881.621,0.010%
,1999,1999,"Tuscaloosa County, AL",1125,All other non-drug and non-alcohol causes,O9,Male,M,678,79159,856.504,792.032,920.976,1151.545,0.009%
,1999,1999,"Walker County, AL",1127,All other non-drug and non-alcohol causes,O9,Female,F,475,36646,1296.185,1179.618,1412.752,974.911,0.006%
,1999,1999,"Walker County, AL",1127,All other non-drug and non-alcohol causes,O9,Male,M,474,34138,1388.482,1263.483,1513.481,1595.447,0.006%
,1999,1999,"Washington County, AL",1129,All other non-drug and non-alcohol causes,O9,Female,F,77,9187,838.141,661.444,1047.534,759.688,0.001%
,1999,1999,"Washington County, AL",1129,All other non-drug and non-alcohol causes,O9,Male,M,64,8816,725.953,559.071,927.027,843.496,0.001%
,1999,1999,"Wilcox County, AL",1131,All other non-drug and non-alcohol causes,O9,Female,F,76,7072,1074.661,846.714,1345.099,841.432,0.001%
,1999,1999,"Wilcox County, AL",1131,All other non-drug and non-alcohol causes,O9,Male,M,85,6189,1373.404,1097.021,1698.242,1607.869,0.001%
,1999,1999,"Winston County, AL",1133,All other non-drug and non-alcohol causes,O9,Female,F,126,12618,998.573,824.212,1172.935,778.551,0.002%
,1999,1999,"Winston County, AL",1133,All other non-drug and non-alcohol causes,O9,Male,M,172,12061,1426.084,1212.958,1639.21,1602.897,0.002%
,1999,1999,"Aleutians West Census Area, AK",2016,All other non-drug and non-alcohol causes,O9,Male,M,11,3462,Unreliable,158.614,568.518,Unreliable,0.000%
,1999,1999,"Anchorage Borough, AK",2020,All other alcohol-induced causes,A9,Male,M,21,131400,15.982,9.893,24.43,17.492,0.000%
,1999,1999,"Anchorage Borough, AK",2020,All other non-drug and non-alcohol causes,O9,Female,F,441,127948,344.671,312.502,376.841,637.599,0.006%
,1999,1999,"Anchorage Borough, AK",2020,All other non-drug and non-alcohol causes,O9,Male,M,505,131400,384.323,350.802,417.843,852.738,0.006%
,1999,1999,"Bethel Census Area, AK",2050,All other non-drug and non-alcohol causes,O9,Female,F,23,7444,308.974,195.861,463.612,654.092,0.000%
,1999,1999,"Bethel Census Area, AK",2050,All other non-drug and non-alcohol causes,O9,Male,M,60,8397,714.541,545.273,919.757,1478.752,0.001%
,1999,1999,"Dillingham Census Area, AK",2070,All other non-drug and non-alcohol causes,O9,Female,F,13,2333,Unreliable,296.699,952.867,Unreliable,0.000%
,1999,1999,"Dillingham Census Area, AK",2070,All other non-drug and non-alcohol causes,O9,Male,M,10,2539,Unreliable,188.87,724.317,Unreliable,0.000%
,1999,1999,"Fairbanks North Star Borough, AK",2090,All other non-drug and non-alcohol causes,O9,Female,F,122,39773,306.741,252.31,361.172,674.8,0.002%
,1999,1999,"Fairbanks North Star Borough, AK",2090,All other non-drug and non-alcohol causes,O9,Male,M,198,43617,453.951,390.72,517.183,985.764,0.003%
,1999,1999,"Haines Borough, AK",2100,All other non-drug and non-alcohol causes,O9,Male,M,11,1207,Unreliable,454.946,1630.661,Unreliable,0.000%
,1999,1999,"Juneau Borough, AK",2110,All other non-drug and non-alcohol causes,O9,Female,F,54,15232,354.517,266.324,462.566,650.725,0.001%
,1999,1999,"Juneau Borough, AK",2110,All other non-drug and non-alcohol causes,O9,Male,M,65,15492,419.571,323.817,534.777,890.031,0.001%
,1999,1999,"Kenai Peninsula Borough, AK",2122,All other non-drug and non-alcohol causes,O9,Female,F,99,23798,416.001,338.105,506.465,714.79,0.001%
,1999,1999,"Kenai Peninsula Borough, AK",2122,All other non-drug and non-alcohol causes,O9,Male,M,131,25931,505.187,418.676,591.698,928.785,0.002%
,1999,1999,"Ketchikan Gateway Borough, AK",2130,All other non-drug and non-alcohol causes,O9,Female,F,49,6942,705.848,522.194,933.167,1002.77,0.001%
,1999,1999,"Ketchikan Gateway Borough, AK",2130,All other non-drug and non-alcohol causes,O9,Male,M,47,7360,638.587,469.208,849.187,1070.96,0.001%
,1999,1999,"Kodiak Island Borough, AK",2150,All other non-drug and non-alcohol causes,O9,Female,F,15,6459,Unreliable,129.979,383.035,Unreliable,0.000%
,1999,1999,"Kodiak Island Borough, AK",2150,All other non-drug and non-alcohol causes,O9,Male,M,32,7301,438.296,299.795,618.743,976.549,0.000%
,1999,1999,"Matanuska-Susitna Borough, AK",2170,All other non-drug and non-alcohol causes,O9,Female,F,109,27749,392.807,319.064,466.55,797.705,0.001%
,1999,1999,"Matanuska-Susitna Borough, AK",2170,All other non-drug and non-alcohol causes,O9,Male,M,131,30075,435.578,360.987,510.169,1025.579,0.002%
,1999,1999,"Nome Census Area, AK",2180,All other non-drug and non-alcohol causes,O9,Female,F,27,4224,639.205,421.242,930.011,1118.029,0.000%
,1999,1999,"Nome Census Area, AK",2180,All other non-drug and non-alcohol causes,O9,Male,M,30,4980,602.41,406.446,859.976,1088.339,0.000%
,1999,1999,"North Slope Borough, AK",2185,All other non-drug and non-alcohol causes,O9,Female,F,16,3489,Unreliable,262.122,744.713,Unreliable,0.000%
,1999,1999,"North Slope Borough, AK",2185,All other non-drug and non-alcohol causes,O9,Male,M,18,3895,Unreliable,273.887,730.366,Unreliable,0.000%
,1999,1999,"Northwest Arctic Borough, AK",2188,All other non-drug and non-alcohol causes,O9,Female,F,12,3330,Unreliable,186.202,629.477,Unreliable,0.000%
,1999,1999,"Northwest Arctic Borough, AK",2188,All other non-drug and non-alcohol causes,O9,Male,M,23,3783,607.983,385.407,912.273,1210.059,0.000%
,1999,1999,"Prince of Wales-Outer Ketchikan Census Area, AK",2201,All other non-drug and non-alcohol causes,O9,Male,M,14,3401,Unreliable,225.05,690.668,Unreliable,0.000%
,1999,1999,"Sitka Borough, AK",2220,All other non-drug and non-alcohol causes,O9,Female,F,26,4280,607.477,396.822,890.093,800.98,0.000%
,1999,1999,"Sitka Borough, AK",2220,All other non-drug and non-alcohol causes,O9,Male,M,28,4525,618.785,411.176,894.317,1224.474,0.000%
,1999,1999,"Southeast Fairbanks Census Area, AK",2240,All other non-drug and non-alcohol causes,O9,Male,M,16,3206,Unreliable,285.26,810.45,Unreliable,0.000%
,1999,1999,"Valdez-Cordova Census Area, AK",2261,All other non-drug and non-alcohol causes,O9,Male,M,20,5370,372.439,227.497,575.203,608.354,0.000%
,1999,1999,"Wade Hampton Census Area, AK",2270,All other non-drug and non-alcohol causes,O9,Female,F,19,3320,Unreliable,344.558,893.698,Unreliable,0.000%
,1999,1999,"Wade Hampton Census Area, AK",2270,All other non-drug and non-alcohol causes,O9,Male,M,21,3609,581.879,360.195,889.466,1143.873,0.000%
,1999,1999,"Wrangell-Petersburg Census Area, AK",2280,All other non-drug and non-alcohol causes,O9,Female,F,22,3188,690.088,432.471,1044.8,886.392,0.000%
,1999,1999,"Wrangell-Petersburg Census Area, AK",2280,All other non-drug and non-alcohol causes,O9,Male,M,25,3493,715.717,463.176,1056.542,973.644,0.000%
,1999,1999,"Yukon-Koyukuk Census Area, AK",2290,All other non-drug and non-alcohol causes,O9,Female,F,15,3794,Unreliable,221.28,652.089,Unreliable,0.000%
,1999,1999,"Yukon-Koyukuk Census Area, AK",2290,All other non-drug and non-alcohol causes,O9,Male,M,36,4678,769.56,538.992,1065.394,1276.263,0.000%
,1999,1999,"Apache County, AZ",4001,All other alcohol-induced causes,A9,Male,M,16,34589,Unreliable,26.44,75.119,Unreliable,0.000%
,1999,1999,"Apache County, AZ",4001,All other non-drug and non-alcohol causes,O9,Female,F,190,35212,539.589,462.863,616.315,757.365,0.002%
,1999,1999,"Apache County, AZ",4001,All other non-drug and non-alcohol causes,O9,Male,M,241,34589,696.753,608.785,784.722,1027.57,0.003%
,1999,1999,"Cochise County, AZ",4003,All other non-drug and non-alcohol causes,O9,Female,F,450,57748,779.248,707.249,851.247,677.319,0.006%
,1999,1999,"Cochise County, AZ",4003,All other non-drug and non-alcohol causes,O9,Male,M,552,58782,939.063,860.723,1017.403,1005.024,0.007%
,1999,1999,"Coconino County, AZ",4005,All other non-drug and non-alcohol causes,O9,Female,F,211,57752,365.355,316.057,414.653,589.694,0.003%
,1999,1999,"Coconino County, AZ",4005,All other non-drug and non-alcohol causes,O9,Male,M,265,57555,460.429,404.993,515.866,865.058,0.003%
