Notes,Year,Year Code,County,County Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,1999,1999,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,141,14910,945.674,789.579,1101.769,0.006%
,1999,1999,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,272,12148,2239.052,1972.957,2505.146,0.011%
,1999,1999,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,342,7049,4851.752,4337.541,5365.963,0.014%
,1999,1999,"Baldwin County, AL",1003,All other non-drug and non-alcohol causes,O9,85+ years,85+,332,2087,15908.002,14196.794,17619.209,0.014%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,4060,Unreliable,118.113,452.966,0.000%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,10,4550,Unreliable,105.393,404.185,0.000%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,25,3754,665.956,430.974,983.085,0.001%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,35,2530,1383.399,963.593,1923.976,0.001%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,50,2033,2459.42,1825.43,3242.45,0.002%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,86,1325,6490.566,5191.609,8015.784,0.004%
,1999,1999,"Barbour County, AL",1005,All other non-drug and non-alcohol causes,O9,85+ years,85+,67,501,13373.253,10364.138,16983.497,0.003%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,3171,Unreliable,173.169,620.69,0.000%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,2639,Unreliable,318.126,937.486,0.001%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,29,1939,1495.616,1001.644,2147.959,0.001%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,50,1313,3808.073,2826.428,5020.487,0.002%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,48,760,6315.789,4656.758,8373.789,0.002%
,1999,1999,"Bibb County, AL",1007,All other non-drug and non-alcohol causes,O9,85+ years,85+,49,324,15123.457,11188.485,19993.966,0.002%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,7678,Unreliable,80.757,273.009,0.001%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,25,6772,369.167,238.907,544.965,0.001%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,50,5262,950.209,705.264,1252.737,0.002%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,90,3695,2435.724,1958.614,2993.919,0.004%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,130,2074,6268.081,5190.577,7345.585,0.005%
,1999,1999,"Blount County, AL",1009,All other non-drug and non-alcohol causes,O9,85+ years,85+,115,668,17215.569,14069.063,20362.075,0.005%
,1999,1999,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,1472,Unreliable,570.336,1680.724,0.001%
,1999,1999,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,11,977,Unreliable,562.047,2014.542,0.000%
,1999,1999,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,20,712,2808.989,1715.815,4338.258,0.001%
,1999,1999,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,46,589,7809.847,5717.823,10417.243,0.002%
,1999,1999,"Bullock County, AL",1011,All other non-drug and non-alcohol causes,O9,85+ years,85+,35,269,13011.152,9062.788,18095.39,0.001%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,3085,Unreliable,177.997,637.993,0.000%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,12,2822,Unreliable,219.721,742.792,0.001%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,29,2043,1419.481,950.655,2038.616,0.001%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,61,1767,3452.179,2640.641,4434.462,0.003%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,83,1236,6715.21,5348.598,8324.511,0.003%
,1999,1999,"Butler County, AL",1013,All other non-drug and non-alcohol causes,O9,85+ years,85+,93,513,18128.655,14632.181,22208.871,0.004%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,< 1 year,1,10,1374,Unreliable,349.01,1338.457,0.000%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,17,16892,Unreliable,58.626,161.134,0.001%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,23,15092,152.399,96.607,228.673,0.001%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,58,17478,331.846,251.984,428.987,0.002%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,82,16007,512.276,407.428,635.868,0.003%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,161,11234,1433.149,1211.771,1654.527,0.007%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,246,8885,2768.711,2422.719,3114.703,0.010%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,343,5210,6583.493,5886.762,7280.225,0.014%
,1999,1999,"Calhoun County, AL",1015,All other non-drug and non-alcohol causes,O9,85+ years,85+,279,1604,17394.015,15352.964,19435.066,0.012%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,13,4782,Unreliable,144.751,464.876,0.001%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,20,5153,388.123,237.077,599.426,0.001%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,4828,414.25,253.036,639.776,0.001%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,45,3585,1255.23,915.577,1679.598,0.002%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,94,3016,3116.711,2518.614,3814.075,0.004%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,134,2128,6296.992,5230.797,7363.188,0.006%
,1999,1999,"Chambers County, AL",1017,All other non-drug and non-alcohol causes,O9,85+ years,85+,145,791,18331.226,15347.468,21314.984,0.006%
,1999,1999,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,17,3330,Unreliable,297.393,817.378,0.001%
,1999,1999,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,27,2867,941.751,620.623,1370.201,0.001%
,1999,1999,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,57,2231,2554.908,1935.062,3310.19,0.002%
,1999,1999,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,97,1153,8412.836,6822.221,10262.987,0.004%
,1999,1999,"Cherokee County, AL",1019,All other non-drug and non-alcohol causes,O9,85+ years,85+,69,381,18110.236,14090.85,22919.591,0.003%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,5395,Unreliable,88.886,340.879,0.000%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,15,5911,Unreliable,142.029,418.546,0.001%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,27,5090,530.452,349.573,771.781,0.001%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,59,3885,1518.662,1156.081,1958.967,0.002%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,83,2841,2921.507,2326.951,3621.646,0.003%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,106,1676,6324.582,5120.559,7528.606,0.004%
,1999,1999,"Chilton County, AL",1021,All other non-drug and non-alcohol causes,O9,85+ years,85+,93,551,16878.403,13623.065,20677.225,0.004%
,1999,1999,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,13,2163,Unreliable,320.018,1027.757,0.001%
,1999,1999,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,14,1759,Unreliable,435.13,1335.396,0.001%
,1999,1999,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,35,1245,2811.245,1958.145,3909.767,0.001%
,1999,1999,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,46,747,6157.965,4508.431,8213.863,0.002%
,1999,1999,"Choctaw County, AL",1023,All other non-drug and non-alcohol causes,O9,85+ years,85+,36,316,11392.405,7979.127,15771.873,0.002%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,12,3800,Unreliable,163.172,551.621,0.001%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,16,4144,Unreliable,220.691,627.004,0.001%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,19,3433,Unreliable,333.217,864.281,0.001%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,28,2738,1022.644,679.537,1478.007,0.001%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,50,2016,2480.159,1840.823,3269.792,0.002%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,71,1240,5725.806,4471.912,7222.303,0.003%
,1999,1999,"Clarke County, AL",1025,All other non-drug and non-alcohol causes,O9,85+ years,85+,87,486,17901.235,14338.173,22081.173,0.004%
,1999,1999,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,1853,Unreliable,453.068,1335.146,0.001%
,1999,1999,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,22,1535,1433.225,898.188,2169.917,0.001%
,1999,1999,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,40,1233,3244.12,2317.632,4417.583,0.002%
,1999,1999,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,47,799,5882.353,4322.118,7822.294,0.002%
,1999,1999,"Clay County, AL",1027,All other non-drug and non-alcohol causes,O9,85+ years,85+,46,342,13450.292,9847.363,17940.807,0.002%
,1999,1999,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,22,1528,1439.791,902.302,2179.857,0.001%
,1999,1999,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,37,1089,3397.612,2392.225,4683.167,0.002%
,1999,1999,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,39,622,6270.096,4458.666,8571.41,0.002%
,1999,1999,"Cleburne County, AL",1029,All other non-drug and non-alcohol causes,O9,85+ years,85+,31,202,15346.535,10427.203,21783.178,0.001%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,13,6641,Unreliable,104.231,334.745,0.001%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,20,5956,335.796,205.114,518.61,0.001%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,45,4392,1024.59,747.346,1370.984,0.002%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,76,3363,2259.887,1780.542,2828.588,0.003%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,117,2029,5766.387,4721.506,6811.269,0.005%
,1999,1999,"Coffee County, AL",1031,All other non-drug and non-alcohol causes,O9,85+ years,85+,100,746,13404.826,10777.48,16032.172,0.004%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,23,8280,277.778,176.086,416.803,0.001%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,46,7486,614.48,449.88,819.631,0.002%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,53,5950,890.756,667.239,1165.127,0.002%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,124,4597,2697.411,2222.631,3172.191,0.005%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,197,2928,6728.142,5788.596,7667.688,0.008%
,1999,1999,"Colbert County, AL",1033,All other non-drug and non-alcohol causes,O9,85+ years,85+,136,924,14718.615,12244.878,17192.352,0.006%
,1999,1999,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,12,1913,Unreliable,324.125,1095.745,0.001%
,1999,1999,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,20,1445,1384.083,845.439,2137.606,0.001%
,1999,1999,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,36,1216,2960.526,2073.523,4098.612,0.002%
,1999,1999,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,66,744,8870.968,6860.806,11286.089,0.003%
,1999,1999,"Conecuh County, AL",1035,All other non-drug and non-alcohol causes,O9,85+ years,85+,50,295,16949.153,12580,22345.424,0.002%
,1999,1999,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,11,1648,Unreliable,333.204,1194.301,0.000%
,1999,1999,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,14,1254,Unreliable,610.362,1873.175,0.001%
,1999,1999,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,33,1022,3228.963,2222.657,4534.659,0.001%
,1999,1999,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,36,574,6271.777,4392.69,8682.774,0.002%
,1999,1999,"Coosa County, AL",1037,All other non-drug and non-alcohol causes,O9,85+ years,85+,29,190,15263.158,10222.042,21920.489,0.001%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,12,5540,Unreliable,111.923,378.368,0.001%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,29,4975,582.915,390.39,837.164,0.001%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,52,4104,1267.057,946.301,1661.58,0.002%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,94,3480,2701.149,2182.799,3305.532,0.004%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,157,2379,6599.412,5567.098,7631.725,0.007%
,1999,1999,"Covington County, AL",1039,All other non-drug and non-alcohol causes,O9,85+ years,85+,145,857,16919.487,14165.516,19673.457,0.006%
,1999,1999,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,11,1826,Unreliable,300.723,1077.88,0.000%
,1999,1999,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,18,1357,Unreliable,786.137,2096.37,0.001%
,1999,1999,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,31,1175,2638.298,1792.591,3744.853,0.001%
,1999,1999,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,49,863,5677.868,4200.543,7506.425,0.002%
,1999,1999,"Crenshaw County, AL",1041,All other non-drug and non-alcohol causes,O9,85+ years,85+,57,304,18750,14201.062,24292.875,0.002%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,10,10147,Unreliable,47.259,181.24,0.000%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,10,10362,Unreliable,46.279,177.479,0.000%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,30,11650,257.511,173.742,367.612,0.001%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,51,10316,494.378,368.099,650.018,0.002%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,84,7975,1053.292,840.147,1304.049,0.004%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,159,6170,2576.985,2176.424,2977.547,0.007%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,230,3824,6014.644,5237.32,6791.968,0.010%
,1999,1999,"Cullman County, AL",1043,All other non-drug and non-alcohol causes,O9,85+ years,85+,224,1257,17820.207,15486.508,20153.906,0.009%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,11,6930,Unreliable,79.238,284.013,0.000%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,14,7522,Unreliable,101.754,312.279,0.001%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,33,6018,548.355,377.46,770.093,0.001%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,51,4400,1159.091,863.024,1523.996,0.002%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,87,3347,2599.343,2081.97,3206.289,0.004%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,125,1829,6834.336,5636.224,8032.448,0.005%
,1999,1999,"Dale County, AL",1045,All other non-drug and non-alcohol causes,O9,85+ years,85+,98,650,15076.923,12240.2,18373.945,0.004%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,< 1 year,1,12,634,Unreliable,978,3306.246,0.001%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,18,5491,Unreliable,194.279,518.079,0.001%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,24,6863,349.701,224.061,520.328,0.001%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,39,5822,669.873,476.347,915.736,0.002%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,79,4179,1890.404,1496.652,2356.011,0.003%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,100,3413,2929.974,2355.699,3504.248,0.004%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,133,2221,5988.294,4970.562,7006.025,0.006%
,1999,1999,"Dallas County, AL",1047,All other non-drug and non-alcohol causes,O9,85+ years,85+,141,791,17825.537,14883.222,20767.852,0.006%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,9061,Unreliable,68.431,231.339,0.001%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,22,9596,229.262,143.676,347.105,0.001%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,42,8414,499.168,359.755,674.73,0.002%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,82,6269,1308.024,1040.31,1623.597,0.003%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,130,4841,2685.396,2223.767,3147.024,0.005%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,190,2970,6397.306,5487.652,7306.961,0.008%
,1999,1999,"DeKalb County, AL",1049,All other non-drug and non-alcohol causes,O9,85+ years,85+,168,1060,15849.057,13452.405,18245.708,0.007%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,15,8597,Unreliable,97.654,287.778,0.001%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,12,9857,Unreliable,62.905,212.657,0.001%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,27,11060,244.123,160.879,355.187,0.001%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,58,8795,659.466,500.759,852.511,0.002%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,77,5634,1366.702,1078.574,1708.145,0.003%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,108,3829,2820.58,2288.615,3352.544,0.005%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,152,2301,6605.824,5555.65,7655.998,0.006%
,1999,1999,"Elmore County, AL",1051,All other non-drug and non-alcohol causes,O9,85+ years,85+,142,833,17046.819,14242.966,19850.672,0.006%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,13,5238,Unreliable,132.149,424.406,0.001%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,17,5918,Unreliable,167.34,459.931,0.001%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,21,5097,412.007,255.041,629.798,0.001%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,63,3857,1633.394,1255.149,2089.813,0.003%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,82,2781,2948.58,2345.094,3659.954,0.003%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,115,1768,6504.525,5315.687,7693.363,0.005%
,1999,1999,"Escambia County, AL",1053,All other non-drug and non-alcohol causes,O9,85+ years,85+,113,658,17173.252,14006.826,20339.679,0.005%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,< 1 year,1,12,1279,Unreliable,484.794,1638.905,0.001%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,15-24 years,15-24,17,13593,Unreliable,72.855,200.241,0.001%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,25-34 years,25-34,23,13659,168.387,106.742,252.663,0.001%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,57,15076,378.084,286.357,489.854,0.002%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,75,14376,521.703,410.351,653.96,0.003%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,127,10410,1219.981,1007.799,1432.162,0.005%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,236,8850,2666.667,2326.44,3006.894,0.010%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,399,5979,6673.357,6018.549,7328.165,0.017%
,1999,1999,"Etowah County, AL",1055,All other non-drug and non-alcohol causes,O9,85+ years,85+,288,1739,16561.242,14648.516,18473.968,0.012%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,11,2664,Unreliable,206.126,738.817,0.000%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,45-54 years,45-54,15,2543,Unreliable,330.136,972.877,0.001%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,55-64 years,55-64,25,2031,1230.921,796.59,1817.085,0.001%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,65-74 years,65-74,58,1545,3754.045,2850.597,4852.967,0.002%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,75-84 years,75-84,48,1019,4710.5,3473.146,6245.417,0.002%
,1999,1999,"Fayette County, AL",1057,All other non-drug and non-alcohol causes,O9,85+ years,85+,62,423,14657.21,11237.537,18789.811,0.003%
,1999,1999,"Franklin County, AL",1059,All other non-drug and non-alcohol causes,O9,35-44 years,35-44,14,4489,Unreliable,170.504,523.271,0.001%
